Source_row,Species_key,Source_citation,Source_publication_year,Resolution_status
106,Rana qui,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030",2024,removed_duplicate_new_species_row
109,Rana qui,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030",2024,removed_duplicate_new_species_row
797,Rana wuyiensis,"Yanqing Wu and Shengchao Shi and Huiguang Zhang and Weicai Chen and Bin Cai and Van Chung Hoang and Jun Wu and Bin Wang (2021). A new species of the genus Rana sensu lato Linnaeus, 1758 (Anura, Ranidae) from Wuyi Mountain, Fujian Province, China ZooKeys, 1065, 101–124 https://doi.org/10.3897/zookeys.1065.67005",2021,removed_duplicate_new_species_row
1943,Rana wuyiensis,,2022,removed_duplicate_new_species_row
1678,Raorchestes hekouensis,"Lingyun Du and Yuhan Xu and Shuo Liu and Guohua Yu (2024). A new species of Raorchestes (Anura, Rhacophoridae) from Yunnan Province, China Life Science https://doi.org/10.3897/zookeys.1192.106013",2024,removed_duplicate_new_species_row
213,Raorchestes malipoensis,"Junkai Huang and Xiao Long Liu and Lingyun Du and Justin M. Bernstein and Shuo Liu and Yun Yang and Guohua Yu and Zhengjun Wu (2023). A new species of Bush frog (Anura, Rhacophoridae, Raorchestes) from southeastern Yunnan, China ZooKeys, 1151, 47–65 https://doi.org/10.3897/zookeys.1151.95616",2023,removed_duplicate_new_species_row
803,Rhabdophis shuichengensis,"Shihang XU and Rongchuan XIONG and Caiwen ZHANG and Xiaojuan XIANG and Hong CHEN and Baowei ZHANG (2025). A New Species of the Genus Rhabdophis Fitzinger, 1843 (Squamata: Colubridae) from Guizhou Province, Southwestern China Asian Herpetological Research, 16(3), 304–313 https://doi.org/10.3724/ahr.2095-0357.2025.0024",2025,removed_duplicate_new_species_row
462,Rhacophorus napoensis,"Jing Li and Shuo Liu and Guohua Yu and Tao Sun (2022). A new species of Rhacophorus (Anura, Rhacophoridae) from Guangxi, China ZooKeys, 1117, 123–138 https://doi.org/10.3897/zookeys.1117.85787",2022,removed_duplicate_new_species_row
1846,Rhacophorus qiongica,"Shangjing Tang and Fanrong Xiao and Shuo Liu and Lijun Wang and Guohua Yu and Lina Du (2024). Underestimated species diversity within the Rhacophorus rhodopus and Rhacophorus bipunctatus complexes (Anura, Rhacophoridae), with a description of a new species from Hainan, China Life Science, 100(2) https://doi.org/10.3897/zse.100.118879",2024,removed_duplicate_new_species_row
1727,Rhacophorus rhodopus,"Shangjing Tang and Fanrong Xiao and Shuo Liu and Lijun Wang and Guohua Yu and Lina Du (2024). Underestimated species diversity within the Rhacophorus rhodopus and Rhacophorus bipunctatus complexes (Anura, Rhacophoridae), with a description of a new species from Hainan, China Life Science, 100(2) https://doi.org/10.3897/zse.100.118879",2024,removed_duplicate_new_species_row
479,Scutiger tengchongensis,"Jian-Huan Yang and Xiang-Yuan Huang (2017). A New Species of Scutiger (Anura: Megophryidae) from the Gaoligongshan Mountain Range, China https://doi.org/10.1643/CH-17-661",2017,removed_duplicate_new_species_row
829,Sinomicrurus peinani,"Slowinski, Boundy, and Lawson (2001). A new species of the genus Sinomicrurus (Serpentes: Elapidae) from China and Vietnam National Natural Science, 3 https://doi.org/10.24272/j.issn.2095-8137.2020.023",2001,removed_duplicate_new_species_row
833,Takydromus yunkaiensis,"Jian Wang and Zhi-Tong Lyu and Chen-Yu Yang and Yu-Long Li and Ying-Yong Wang (2019). A new species of the genus Takydromus (Squamata, Lacertidae) from southwestern Guangdong, China ZooKeys, 871, 119–139 https://doi.org/10.3897/zookeys.871.35947",2019,removed_duplicate_new_species_row
2214,Trimeresurus guoi,"Zening CHEN and Shengchao SHI and Jun GAO and Gernot VOGEL and Zhaobin SONG and Li DING and Rong DAI (2021). A New Species of Trimeresurus Lacépède, 1804 (Squamata: Viperidae) from Southwestern China, Vietnam, Thailand and Myanmar Asian Herpetological Research, 12(2), 167–177 https://doi.org/10.16373/j.cnki.ahr.200084",2021,removed_duplicate_new_species_row
1892,Trimeresurus guoi,"王馨、雷蕾、丁利、陈泽柠、戴蓉 (2023). 云南江城县爬行动物多样性与保护现状 动物学杂志, 58(3), 366-380 https://doi.org/10.13859/j.cjz.202303006",2023,removed_duplicate_new_species_row
1889,Trimeresurus guoi,"王馨、雷蕾、丁利、陈泽柠、戴蓉 (2023). 云南江城县爬行动物多样性与保护现状 动物学杂志, 58(3), 366-380 https://doi.org/10.13859/j.cjz.202303006",2023,removed_duplicate_new_species_row
735,Tylototriton sini,"Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Yong Wang (2021). A new species of the genus Tylototriton (Caudata, Salamandridae) from Guangdong, southern China, with discussion on the subgenera and species groups within the genus Vertebrate Zoology, 71, 697-710 https://doi.org/10.3897/vz.71.e73563",2021,removed_duplicate_new_species_row
859,Tylototriton sini,"Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Yong Wang (2021). A new species of the genus Tylototriton (Caudata, Salamandridae) from Guangdong, southern China, with discussion on the subgenera and species groups within the genus Vertebrate Zoology, 71, 697-710 https://doi.org/10.3897/vz.71.e73563",2021,removed_duplicate_new_species_row
878,Tylototriton sini,"Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Yong Wang (2021). A new species of the genus Tylototriton (Caudata, Salamandridae) from Guangdong, southern China, with discussion on the subgenera and species groups within the genus Vertebrate Zoology, 71, 697-710 https://doi.org/10.3897/vz.71.e73563",2021,removed_duplicate_new_species_row
87,Xenophrys lishuiensis,,2017,removed_duplicate_new_species_row
948,Xenophrys pangdaensis,"Guocheng Shu and Ke Li and Yayong Wu and Qin Liu and Zhongping He and Ling Li and He Zhang and Peng Guo (2023). A new species of Xenophrys (Amphibia, Anura, Megophryidae) from southern Tibet, China Life Science https://doi.org/10.3897/zookeys.1182.106828",2023,removed_duplicate_new_species_row
949,Xenophrys pangdaensis,"Guocheng Shu and Ke Li and Yayong Wu and Qin Liu and Zhongping He and Ling Li and He Zhang and Peng Guo (2023). A new species of Xenophrys (Amphibia, Anura, Megophryidae) from southern Tibet, China Life Science https://doi.org/10.3897/zookeys.1182.106828",2023,removed_duplicate_new_species_row
950,Xenophrys pangdaensis,"Guocheng Shu and Ke Li and Yayong Wu and Qin Liu and Zhongping He and Ling Li and He Zhang and Peng Guo (2023). A new species of Xenophrys (Amphibia, Anura, Megophryidae) from southern Tibet, China Life Science https://doi.org/10.3897/zookeys.1182.106828",2023,removed_duplicate_new_species_row
846,Yaotriton broadoridgus,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Salamandridae) from Hunan, China Asian Herpetological Research, 3(1), 21–30 https://doi.org/10.3724/SP.J.1245.2012.00021",2012,removed_duplicate_new_species_row
1028,Yerana yei,"江建平、陈晓虹、王斌 (2006). 中国蛙科一新属———肛刺蛙属(蛙科:叉舌蛙亚科) 安徽师范大学学报(自然科学版), 29(5), 467-469 https://doi.org/10.14182/j.cnki.1001—2443.2006.05.015",2006,removed_duplicate_new_species_row
607,Zhangixalus lishuiensis,洪飞、虞磊、韩杰、方杰 (2024) 动物学杂志 10.13859/j.cjz.202422288,2024,removed_duplicate_new_species_row
1945,Zhangixalus lishuiensis,,2017,removed_duplicate_new_species_row
2200,Zhangixalus lishuiensis,赵玉瑞、朱滨清、高朔、王乐、吴延庆 (2023) 动物学杂志 Chinese Journal of Zoology 10.13859/j.cjz.202304013,2023,removed_duplicate_new_species_row
606,Zhangixalus zhoukaiyae,洪飞、虞磊、韩杰、方杰 (2024) 动物学杂志 10.13859/j.cjz.202422288,2024,removed_duplicate_new_species_row
