Duplicate_group_id,Group_size,Species_key,New_distribution_province,Source_row,Source_publication_year,Resolution_status,Retained_source_row,Source_citation
DUP079,2,Takydromus kuehnei,浙江,2205,2022,retained；同最早年多条，保留行序最先者，需人工裁定,2205,陈静怡、胡华丽、丁国骅、张振华、曹铭昌 (2022) 动物学杂志 Chinese Journal of Zoology 10.13859/j.cjz.202206018
DUP079,2,Takydromus kuehnei,浙江,2206,2022,removed_later_duplicate,2205,陈静怡、胡华丽、丁国骅、张振华、曹铭昌 (2022) 动物学杂志 Chinese Journal of Zoology 10.13859/j.cjz.202206018
DUP080,3,Theloderma khoii,云南,228,2023,removed_later_duplicate,1124,"蓝俊麟、艾仁达、刘小龙、黄俊恺、杨云、陈明、魏平凡、袁智勇 (2023). 中国棱皮树蛙属新纪录种——河江棱皮树蛙 Chinese Journal of Wildlife, 44(2), 470-476 https://doi.org/10.12375/ysdwxb.20230229"
DUP080,3,Theloderma khoii,云南,1124,2022,retained；同最早年多条，保留行序最先者，需人工裁定,1124,"Shuo Liu and Mian Hou and Yi Fan and Mingzhong Mo and Dingqi Rao (2022). First record of Theloderma khoii Ninh, Nguyen, Nguyen, Hoang, Siliyavong, Nguyen, Le, Le & Ziegler, 2022 from China, with confirmation of Rhacophorus orlovi Ziegler & Köhler, 2001 in China (Anura, Rhacophoridae) Herpetozoa, 35, 199-208 https://doi.org/10.3897/herpetozoa.35.e90607"
DUP080,3,Theloderma khoii,云南,1125,2022,removed_later_duplicate,1124,"Shuo Liu and Mian Hou and Yi Fan and Mingzhong Mo and Dingqi Rao (2022). First record of Theloderma khoii Ninh, Nguyen, Nguyen, Hoang, Siliyavong, Nguyen, Le, Le & Ziegler, 2022 from China, with confirmation of Rhacophorus orlovi Ziegler & Köhler, 2001 in China (Anura, Rhacophoridae) Herpetozoa, 35, 199-208 https://doi.org/10.3897/herpetozoa.35.e90607"
DUP081,3,Theloderma rhododiscus,广西,128,2022,retained；同最早年多条，保留行序最先者，需人工裁定,128,"Lingyun Du and Jian Wang and Shuo Liu and Guohua Yu (2022). A new cryptic species in the Theloderma rhododiscus complex (Anura, Rhacophoridae) from China–Vietnam border regions ZooKeys, 1099, 123–138 https://doi.org/10.3897/zookeys.1099.80390"
DUP081,3,Theloderma rhododiscus,广西,129,2022,removed_later_duplicate,128,"Lingyun Du and Jian Wang and Shuo Liu and Guohua Yu (2022). A new cryptic species in the Theloderma rhododiscus complex (Anura, Rhacophoridae) from China–Vietnam border regions ZooKeys, 1099, 123–138 https://doi.org/10.3897/zookeys.1099.80390"
DUP081,3,Theloderma rhododiscus,广西,130,2022,removed_later_duplicate,128,"Lingyun Du and Jian Wang and Shuo Liu and Guohua Yu (2022). A new cryptic species in the Theloderma rhododiscus complex (Anura, Rhacophoridae) from China–Vietnam border regions ZooKeys, 1099, 123–138 https://doi.org/10.3897/zookeys.1099.80390"
DUP082,3,Torrentophryne cryptotympanicus,湖南,1788,2025,retained；同最早年多条，保留行序最先者，需人工裁定,1788,"肖蓓、李辉、朱乐强、唐旭芬、张荣华、兰晓明、莫小阳 (2025). 湖南城步发现隐耳蟾蜍 动物学杂志, 60(1), 105-114 https://doi.org/10.13859/j.cjz.202424123"
DUP082,3,Torrentophryne cryptotympanicus,湖南,1789,2025,removed_later_duplicate,1788,"肖蓓、李辉、朱乐强、唐旭芬、张荣华、兰晓明、莫小阳 (2025). 湖南城步发现隐耳蟾蜍 动物学杂志, 60(1), 105-114 https://doi.org/10.13859/j.cjz.202424123"
DUP082,3,Torrentophryne cryptotympanicus,湖南,1790,2025,removed_later_duplicate,1788,"肖蓓、李辉、朱乐强、唐旭芬、张荣华、兰晓明、莫小阳 (2025). 湖南城步发现隐耳蟾蜍 动物学杂志, 60(1), 105-114 https://doi.org/10.13859/j.cjz.202424123"
DUP083,2,Tropidophorus berdmorei,贵州,1767,2022,retained；同最早年多条，保留行序最先者，需人工裁定,1767,"冉辉、米小其、王成、杨天友 (2022). 贵州省爬行动物新纪录——缅甸棱蜥 野生动物学报, 43(2), 576-578 https://doi.org/10.12375/ysdwxb.20220243"
DUP083,2,Tropidophorus berdmorei,贵州,1768,2022,removed_later_duplicate,1767,"冉辉、米小其、王成、杨天友 (2022). 贵州省爬行动物新纪录——缅甸棱蜥 野生动物学报, 43(2), 576-578 https://doi.org/10.12375/ysdwxb.20220243"
DUP084,2,Tropidophorus sinicus,贵州,1754,2022,retained；同最早年多条，保留行序最先者，需人工裁定,1754,"胡政坤、黄勇、姚忠祎、蔡波 (2022). 贵州江口和福建连江分别发现中国棱蜥和变色树蜥 动物学杂志, 57(1), 112-116 https://doi.org/10.13859/j.cjz.202201011"
DUP084,2,Tropidophorus sinicus,贵州,1756,2022,removed_later_duplicate,1754,"胡政坤、黄勇、姚忠祎、蔡波 (2022). 贵州江口和福建连江分别发现中国棱蜥和变色树蜥 动物学杂志, 57(1), 112-116 https://doi.org/10.13859/j.cjz.202201011"
DUP085,2,Vietnamophryne orlovi,云南,12,2022,retained；同最早年多条，保留行序最先者，需人工裁定,12,"吴东益、刘小龙、刘春雨、史兴惠、杨泽鹏、施德山、袁智勇 (2022). 云南省两栖类新属纪录—越南姬蛙属 西南林业大学学报(自然科学), 42(4), 155–160 https://doi.org/10.11929/j.swfu.202108048"
DUP085,2,Vietnamophryne orlovi,云南,658,2022,removed_later_duplicate,12,"吴东益、刘小龙、刘春雨、史兴惠、杨泽鹏、施德山、袁智勇 (2022). 云南省两栖类新属纪录—越南姬蛙属 西南林业大学学报(自然科学), 42(4), 155–160 https://doi.org/10.11929/j.swfu.202108048"
DUP086,2,Xenophrys mangshanensis,广东,22,2000,retained,22,"徐剑,邹佩贞,温彩燕,等.南岭地区两栖动物区系的研究[J].中山大学学报(自然科学版),2000,(S3):78-82."
DUP086,2,Xenophrys mangshanensis,广东,1929,,removed_later_duplicate,22,
DUP087,2,Xenophrys maosonensis,贵州,164,2022,retained；同最早年多条，保留行序最先者，需人工裁定,164,
DUP087,2,Xenophrys maosonensis,贵州,251,2022,removed_later_duplicate,164,"沈拓、李仕泽、刘京、穆浪、粟海军 (2022). 贵州贞丰发现茅索角蟾 野生动物学报, 43(3), 863-868 https://doi.org/10.12375/ysdwx b.20220338"
DUP088,2,Yaotriton asperrimus,湖北,1777,2011,retained,1777,"戴宗兴、张洪茂、周权、刘绪生 (2011). 湖北省两栖动物资源概况 四川动物, 30(1), 144-147 https://doi.org/10.3969/j.issn.1000-7083.2011.01.036"
DUP088,2,Yaotriton asperrimus,湖北,2112,,removed_later_duplicate,1777,
DUP089,2,Zhangixalus dennysi,江苏,991,2024,retained；同最早年多条，保留行序最先者，需人工裁定,991,"Dallin B. Kohler and Xiaoli Zhang and Kevin R. Messenger and Kenneth Chin Yu An and Deyatima Ghosh and Siti N. Othman and Zhenqi Wang and Hina Amin and Vishal Kumar Prasad and Zhichao Wu and Amaël Borzée (2024). At home in Jiangsu: Environmental niche modeling and new records for five species of amphibian and reptile in Jiangsu, China Life Science https://doi.org/10.3897/herpetozoa.37.e117370"
DUP089,2,Zhangixalus dennysi,江苏,994,2024,removed_later_duplicate,991,"Dallin B. Kohler and Xiaoli Zhang and Kevin R. Messenger and Kenneth Chin Yu An and Deyatima Ghosh and Siti N. Othman and Zhenqi Wang and Hina Amin and Vishal Kumar Prasad and Zhichao Wu and Amaël Borzée (2024). At home in Jiangsu: Environmental niche modeling and new records for five species of amphibian and reptile in Jiangsu, China Life Science https://doi.org/10.3897/herpetozoa.37.e117370"
DUP090,3,Zhangixalus franki,云南,1069,2020,retained；同最早年多条，保留行序最先者，需人工裁定,1069,"Shuo Liu and Hong Hui and Dingqi Rao (2020). First record of Zhangixalus franki Ninh, Nguyen, Orlov, Nguyen & Ziegler, 2020 (Anura, Rhacophoridae) from China Laoshan Nature https://doi.org/10.3897/herpetozoa.33.e59114"
DUP090,3,Zhangixalus franki,云南,1127,2020,removed_later_duplicate,1069,"Shuo Liu and Hong Hui and Dingqi Rao (2020). First record of Zhangixalus franki Ninh, Nguyen, Orlov, Nguyen & Ziegler, 2020 (Anura, Rhacophoridae) from China Laoshan Nature https://doi.org/10.3897/herpetozoa.33.e59114"
DUP090,3,Zhangixalus franki,云南,1809,2020,removed_later_duplicate,1069,"Shuo Liu and Hong Hui and Dingqi Rao (2020). First record of Zhangixalus franki Ninh, Nguyen, Orlov, Nguyen & Ziegler, 2020 (Anura, Rhacophoridae) from China Laoshan Nature https://doi.org/10.3897/herpetozoa.33.e59114"
DUP091,3,Zhangixalus leucofasciatus,贵州,187,2017,removed_later_duplicate,471,"张雷、周胜伦、张娅芬、罗露玲、杨桂英、冉辉 (2017). 黔东北武陵山区白线树蛙特异性兼佛顶山国家级自然保护区新纪录 林业与环境科学, 33(3), 66-69"
DUP091,3,Zhangixalus leucofasciatus,贵州,471,2010,retained,471,张雷、陈红、曾强、吕红军 (2010) 动物学杂志
DUP091,3,Zhangixalus leucofasciatus,贵州,666,2015,removed_later_duplicate,471,"陈继军、潘成坤 (2015). 贵州省黔东南州两栖类新纪录———白线树蛙 贵州林业科技, 43(2) https://doi.org/10.16709/j.cnki.gzlykj.2015.02.003"
