Class_CN,Chinese_name,Scientific_name,ChinaRedList,Endemic
爬行纲,八线腹链蛇,Hebius octolineatus,LC,YES
爬行纲,坡普腹链蛇,Hebius popei,LC,YES
爬行纲,棕黑腹链蛇,Hebius sauteri,LC,NO
爬行纲,盐边腹链蛇,Hebius yanbianensis,LC,YES
爬行纲,颈棱蛇,Pseudoagkistrodon rudis,LC,YES
爬行纲,缅甸颈槽蛇,Rhabdophis leonardi,LC,NO
爬行纲,颈槽蛇,Rhabdophis nuchalis,LC,NO
爬行纲,红脖颈槽蛇,Rhabdophis subminiatus,LC,NO
爬行纲,虎斑颈槽蛇,Rhabdophis tigrinus,LC,NO
爬行纲,黄斑渔游蛇,Xenochrophis flavipunctatus,LC,NO
爬行纲,渔游蛇,Xenochrophis piscator,LC,NO
爬行纲,挂墩后棱蛇,Opisthotropis kuatunensis,LC,YES
爬行纲,侧条后棱蛇,Opisthotropis lateralis,LC,NO
爬行纲,山溪后棱蛇,Opisthotropis latouchii,LC,YES
爬行纲,赵氏后棱蛇,Opisthotropis zhaoermii,LC,YES
爬行纲,棋斑水游蛇,Natrix tessellata,LC,NO
爬行纲,颈斑蛇,Plagiopholis blakewayi,LC,NO
爬行纲,福建颈斑蛇,Plagiopholis styani,LC,NO
爬行纲,横纹斜鳞蛇,Pseudoxenodon bambusicola,LC,NO
爬行纲,崇安斜鳞蛇,Pseudoxenodon karlschmidti,LC,NO
爬行纲,大眼斜鳞蛇,Pseudoxenodon macrops,LC,NO
爬行纲,纹尾斜鳞蛇,Pseudoxenodon stejnegeri,LC,NO
爬行纲,黑头剑蛇,Sibynophis chinensis,LC,NO
爬行纲,黑领剑蛇,Sibynophis collaris,LC,NO
爬行纲,里氏睑虎,Goniurosaurus lichtenfelderi,DD,NO
爬行纲,版纳伞虎,Ptychozoon bannaense,DD,NO
爬行纲,宽斑隆趾虎,Altiphylax stoliczkai,DD,NO
爬行纲,赵氏裸趾虎,Cyrtodactylus zhaoermii,DD,YES
爬行纲,墨脱弯脚虎,Cyrtopodion medogense,DD,YES
爬行纲,昌宁半叶趾虎,Hemiphyllodactylus changningensis,DD,YES
爬行纲,独山半叶趾虎,Hemiphyllodactylus dushanensis,DD,YES
爬行纲,惠水半叶趾虎,Hemiphyllodactylus huishuiensis,DD,YES
爬行纲,金平半叶趾虎,Hemiphyllodactylus jinpingensis,DD,YES
爬行纲,龙陵半叶趾虎,Hemiphyllodactylus longlingensis,DD,YES
爬行纲,半叶趾虎,Hemiphyllodactylus typus,DD,NO
爬行纲,缅北蜥虎,Hemidactylus aquilonius,DD,NO
爬行纲,广西壁虎,Gekko kwangsiensis,DD,NO
爬行纲,海南壁虎,Gekko similignum,DD,YES
爬行纲,钓鱼岛石龙子,Plestiodon takarai,DD,YES
爬行纲,侏蜥,Lygosoma bowringii,DD,NO
爬行纲,库氏南蜥,Eutropis cumingi,DD,NO
爬行纲,沙地泛蜥,Ablepharus deserti,DD,NO
爬行纲,昆明滑蜥,Scincella barbouri,DD,YES
爬行纲,科克沙尔麻蜥,Eremias kokshaaliensis,DD,NO
爬行纲,四额鳞麻蜥,Eremias quadrifrons,DD,NO
爬行纲,暗影巨蜥,Varanus nebulosus,DD,NO
爬行纲,喜山岩蜥,Laudakia himalayana,DD,NO
爬行纲,宜宾龙蜥,Diploderma grahami,DD,YES
爬行纲,翡翠龙蜥,Diploderma iadinum,DD,YES
爬行纲,琉球龙蜥,Diploderma polygonatum,DD,NO
爬行纲,玉龙龙蜥,Diploderma yulongense,DD,YES
爬行纲,铜壁关棘蜥,Acanthosaura tongbiguanensis,DD,NO
爬行纲,西藏拟树蜥,Pseudocalotes kingdonwardi,DD,NO
爬行纲,白头钩盲蛇,Indotyphlops albiceps,DD,NO
爬行纲,恒春盲蛇,Argyrophis koshunensis,DD,YES
爬行纲,海南脊蛇,Achalinus hainanus,DD,YES
爬行纲,泰雅钝头蛇,Pareas atayal,DD,YES
爬行纲,阿里山钝头蛇,Pareas komaii,DD,YES
爬行纲,黑顶钝头蛇,Pareas nigriceps,DD,YES
爬行纲,藏南竹叶青蛇,Himalayophis arunachalensis,DD,NO
爬行纲,腹斑水蛇,Subsessor bocourti,DD,NO
爬行纲,截吻海蛇,Hydrophis jerdonii,DD,NO
爬行纲,黑头海蛇,Hydrophis melanocephalus,DD,NO
爬行纲,喜山过树蛇,Dendrelaphis biloreatus,DD,NO
爬行纲,香港过树蛇,Dendrelaphis hollinrakei,DD,YES
爬行纲,银山过树蛇,Dendrelaphis ngansonensis,DD,NO
爬行纲,黑带小头蛇,Oligodon melanozonatus,DD,YES
爬行纲,老挝白环蛇,Lycodon laoensis,DD,NO
爬行纲,贡山两头蛇,Calamaria andersoni,DD,YES
爬行纲,珠光蛇,Blythia reticulata,DD,NO
爬行纲,克氏腹链蛇,Hebius clerki,DD,NO
爬行纲,卡西腹链蛇,Hebius khasiensis,DD,NO
爬行纲,泪纹腹链蛇,Hebius lacrima,DD,NO
爬行纲,桑植腹链蛇,Hebius sangzhiensis,DD,YES
爬行纲,察隅腹链蛇,Herpetoreas burbrinki,DD,YES
爬行纲,艾氏坭蛇,Trachischium apteii,DD,NO
爬行纲,黄腹杆蛇,Smithophis bicolor,DD,NO
爬行纲,马来切喙鳄,Tomistoma schlegelii,RE,NO
爬行纲,湾鳄,Crocodylus porosus,RE,NO
两栖纲,大鲵,Andrias davidianus,CR,YES
两栖纲,华南大鲵,Andrias sligoi,CR,YES
两栖纲,安吉小鲵,Hynobius amjiensis,CR,YES
两栖纲,挂榜山小鲵,Hynobius guabangshanensis,CR,YES
两栖纲,中国小鲵,Hynobius chinensis,CR,YES
两栖纲,猫儿山小鲵,Hynobius maoershanensis,CR,YES
两栖纲,辽宁爪鲵,Onychodactylus zhaoermii,CR,YES
两栖纲,普雄原鲵,Protohynobius puxiongensis,CR,YES
两栖纲,金佛拟小鲵,Pseudohynobius jinfo,CR,YES
两栖纲,新疆北鲵,Ranodon sibiricus,CR,NO
两栖纲,镇海棘螈,Echinotriton chinhaiensis,CR,YES
两栖纲,凉北齿蟾,Oreolalax liangbeiensis,CR,YES
两栖纲,花齿突蟾,Scutiger maculatus,CR,YES
两栖纲,汕头角蟾,Xenophrys insularis,CR,YES
两栖纲,呈贡蝾螈,Cynops chenggongensis,CR,YES
两栖纲,小腺蛙,Glandirana minima,CR,YES
两栖纲,阿里山小鲵,Hynobius arisanensis,EN,YES
两栖纲,台湾小鲵,Hynobius formosanus,EN,YES
两栖纲,观雾小鲵,Hynobius fuca,EN,YES
两栖纲,南湖小鲵,Hynobius glacialis,EN,YES
两栖纲,楚南小鲵,Hynobius sonani,EN,YES
两栖纲,义乌小鲵,Hynobius yiwuensis,EN,YES
两栖纲,秦巴巴鲵,Liua tsinpaensis,EN,YES
两栖纲,吉林爪鲵,Onychodactylus zhangyapingi,EN,YES
两栖纲,宽阔水拟小鲵,Pseudohynobius kuankuoshuiensis,EN,YES
两栖纲,水城拟小鲵,Pseudohynobius shuichengensis,EN,YES
两栖纲,潮汕蝾螈,Cynops orphicus,EN,YES
两栖纲,广西瘰螈,Paramesotriton guangxiensis,EN,NO
两栖纲,龙里瘰螈,Paramesotriton longliensis,EN,YES
两栖纲,云雾瘰螈,Paramesotriton yunwuensis,EN,YES
两栖纲,织金瘰螈,Paramesotriton zhijinensis,EN,YES
两栖纲,滇南疣螈,Tylototriton yangi,EN,YES
两栖纲,大别瑶螈,Yaotriton dabienicus,EN,YES
两栖纲,海南瑶螈,Yaotriton hainanensis,EN,YES
两栖纲,乐东蟾蜍,Qiongbufo ledongensis,EN,YES
两栖纲,海陆蛙,Fejervarya cancrivora,EN,NO
两栖纲,云南棘蛙,Gynandropaa yunnanensis,EN,NO
两栖纲,虎纹蛙,Hoplobatrachus chinensis,EN,NO
两栖纲,脆皮大头蛙,Limnonectes fragilis,EN,YES
两栖纲,花棘蛙,Maculopaa maculosa,EN,YES
两栖纲,棘肛蛙,Unculuana unculuanus,EN,NO
两栖纲,抱龙角蟾,Boulenophrys baolongensis,EN,YES
两栖纲,红腿角蟾,Boulenophrys rubrimera,EN,NO
两栖纲,广西拟髭蟾,Leptobrachium guangxiense,EN,YES
两栖纲,川北齿蟾,Oreolalax chuanbeiensis,EN,YES
两栖纲,普雄齿蟾,Oreolalax puxiongensis,EN,YES
两栖纲,高山掌突蟾,Paramegophrys alpinus,EN,YES
两栖纲,三岛掌突蟾,Paramegophrys sangi,EN,NO
两栖纲,金顶齿突蟾,Scutiger chintingensis,EN,YES
两栖纲,木里猫眼蟾,Scutiger muliensis,EN,YES
两栖纲,宁陕齿突蟾,Scutiger ningshanensis,EN,YES
两栖纲,平武齿突蟾,Scutiger pingwuensis,EN,YES
两栖纲,峨眉髭蟾,Vibrissaphora boringii,EN,YES
两栖纲,原髭蟾,Vibrissaphora promustache,EN,YES
两栖纲,尾突角蟾,Xenophrys caudoprocta,EN,YES
两栖纲,墨脱角蟾,Xenophrys medogensis,EN,YES
两栖纲,桑植角蟾,Xenophrys sangzhiensis,EN,YES
两栖纲,水城角蟾,Xenophrys shuichengensis,EN,YES
两栖纲,封开角蟾,Xenophrys acuta,EN,YES
两栖纲,凸肛角蟾,Xenophrys pachyproctus,EN,NO
两栖纲,海南湍蛙,Amolops hainanensis,EN,YES
两栖纲,香港湍蛙,Amolops hongkongensis,EN,YES
两栖纲,安龙臭蛙,Odorrana anlungensis,EN,YES
两栖纲,巫溪树蛙,Rhacophorus hongchibaensis,EN,YES
两栖纲,洪佛树蛙,Rhacophorus hungfuensis,EN,YES
两栖纲,瑶山树蛙,Rhacophorus yaoshanensis,EN,YES
两栖纲,峰斑林蛙,Rana chevronta,EN,YES
两栖纲,老山树蛙,Rhacophorus laoshan,EN,YES
两栖纲,龙洞山溪鲵,Batrachuperus londongensis,VU,YES
两栖纲,山溪鲵,Batrachuperus pinchonii,VU,YES
两栖纲,西藏山溪鲵,Batrachuperus tibetanus,VU,YES
两栖纲,盐源山溪鲵,Batrachuperus yenyuanensis,VU,YES
两栖纲,无斑山溪鲵,Batrachuperus karlschmidti,VU,YES
两栖纲,东北小鲵,Hynobius leechii,VU,NO
两栖纲,商城肥鲵,Pachyhynobius shangchengensis,VU,YES
两栖纲,黄斑拟小鲵,Pseudohynobius flavomaculatus,VU,YES
两栖纲,灰蓝蝾螈,Cynops glaucus,VU,YES
两栖纲,大凉螈,Liangshantriton taliangensis,VU,YES
两栖纲,瑶山肥螈,Pachytriton inexpectatus,VU,YES
两栖纲,尾斑瘰螈,Paramesotriton caudopunctatus,VU,YES
两栖纲,富钟瘰螈,Paramesotriton fuzhongensis,VU,YES
两栖纲,无斑瘰螈,Paramesotriton labiatus,VU,YES
两栖纲,越南瘰螈,Paramesotriton deloustali,VU,NO
两栖纲,七溪岭瘰螈,Paramesotriton qixilingensis,VU,YES
两栖纲,贵州疣螈,Tylototriton kweichowensis,VU,YES
两栖纲,红瘰疣螈,Tylototriton shanjing,VU,YES
两栖纲,棕黑疣螈,Tylototriton verrucosus,VU,NO
两栖纲,莽山瑶螈,Yaotriton lizhenchangi,VU,YES
两栖纲,文县瑶螈,Yaotriton wenxianensis,VU,YES
两栖纲,浏阳瑶螈,Yaotriton liuyangensis,VU,YES
两栖纲,安徽疣螈,Yaotriton anhuiensis,VU,YES
两栖纲,强婚刺铃蟾,Bombina fortinuptialis,VU,YES
两栖纲,利川铃蟾,Bombina lichuanensis,VU,YES
两栖纲,微蹼铃蟾,Bombina microdeladigitora,VU,NO
两栖纲,史氏蟾蜍,Bufo stejnegeri,VU,NO
两栖纲,鳞皮小蟾,Parapelophryne scalpta,VU,YES
两栖纲,无棘溪蟾,Torrentophryne aspinia,VU,YES
两栖纲,康县隆肛蛙,Feirana kangxianensis,VU,YES
两栖纲,太行隆肛蛙,Feirana taihangnica,VU,YES
两栖纲,四川棘蛙,Gynandropaa sichuanensis,VU,YES
两栖纲,东川棘蛙,Gynandropaa phrynoides,VU,YES
两栖纲,版纳大头蛙,Limnonectes bannaensis,VU,NO
两栖纲,陇川大头蛙,Limnonectes longchuanensis,VU,YES
两栖纲,察隅棘蛙,Maculopaa chayuensis,VU,YES
两栖纲,错那棘蛙,Maculopaa conaensis,VU,YES
两栖纲,棘腹蛙,Quasipaa boulengeri,VU,NO
两栖纲,小棘蛙,Quasipaa exilispinosa,VU,YES
两栖纲,九龙棘蛙,Quasipaa jiulongensis,VU,YES
两栖纲,合江棘蛙,Quasipaa robertingeri,VU,YES
两栖纲,棘侧蛙,Quasipaa shini,VU,YES
两栖纲,棘胸蛙,Quasipaa spinosa,VU,NO
两栖纲,多疣棘蛙,Quasipaa verrucospinosa,VU,NO
两栖纲,叶氏肛刺蛙,Yerana yei,VU,YES
两栖纲,昭平雨蛙,Hyla zhaopingensis,VU,YES
两栖纲,大花隐耳蟾,Atypannophrys gigantica,VU,YES
两栖纲,南江隐耳蟾,Atypannophrys nankiangensis,VU,YES
两栖纲,宾川角蟾,Boulenophrys binchuanensis,VU,YES
两栖纲,短肢角蟾,Boulenophrys brachykolos,VU,NO
两栖纲,无量山角蟾,Boulenophrys wuliangshanensis,VU,YES
两栖纲,巫山角蟾,Boulenophrys wushanensis,VU,YES
两栖纲,海南拟髭蟾,Leptobrachium hainanense,VU,YES
两栖纲,藏南拟髭蟾,Leptobrachium bompu,VU,YES
两栖纲,小口拟角蟾,Ophryophryne microstoma,VU,NO
两栖纲,突肛拟角蟾,Ophryopryne pachyproctus,VU,NO
两栖纲,棘疣齿蟾,Oreolalax granulosus,VU,YES
两栖纲,景东齿蟾,Oreolalax jingdongensis,VU,YES
两栖纲,大齿蟾,Oreolalax major,VU,YES
两栖纲,点斑齿蟾,Oreolalax multipunctatus,VU,YES
两栖纲,峨眉齿蟾,Oreolalax omeimontis,VU,YES
两栖纲,秉志齿蟾,Oreolalax pingii,VU,YES
两栖纲,宝兴齿蟾,Oreolalax popei,VU,YES
两栖纲,红点齿蟾,Oreolalax rhodostigmatus,VU,YES
两栖纲,蟼掌突蟾,Paramegophrys pelodytoides,VU,NO
两栖纲,费氏掌突蟾,Paramegophrys feii,VU,YES
两栖纲,贡山猫眼蟾,Scutiger gongshanensis,VU,YES
两栖纲,九龙猫眼蟾,Scutiger jiulongensis,VU,YES
两栖纲,六盘齿突蟾,Scutiger liupanensis,VU,YES
两栖纲,圆疣猫眼蟾,Scutiger tuberculatus,VU,YES
两栖纲,王朗齿突蟾,Scutiger wanglangensis,VU,YES
两栖纲,雷山髭蟾,Vibrissaphora leishanensis,VU,YES
两栖纲,大围角蟾,Xenophrys daweimontis,VU,YES
两栖纲,峨眉角蟾,Xenophrys omeimontis,VU,YES
两栖纲,粗皮角蟾,Xenophrys palpebralespinosa,VU,NO
两栖纲,凹顶角蟾,Xenophrys parva,VU,NO
两栖纲,张氏角蟾,Xenophrys zhangi,VU,NO
两栖纲,林氏角蟾,Xenophrys lini,VU,YES
两栖纲,德力小姬蛙,Micryletta inornata,VU,NO
两栖纲,北英格蛙,Ingerana borealis,VU,NO
两栖纲,尖舌浮蛙,Occidozyga lima,VU,NO
两栖纲,刘氏泰诺蛙,Taylorana liui,VU,YES
两栖纲,片马湍蛙,Amolops bellulus,VU,YES
两栖纲,戴云湍蛙,Amolops daiyunensis,VU,YES
两栖纲,小耳湍蛙,Amolops gerbillus,VU,NO
两栖纲,沙巴臭蛙,Odorrana chapaensis,VU,NO
两栖纲,棘皮湍蛙,Amolops granulosus,VU,YES
两栖纲,星空湍蛙,Amolops splendissimus,VU,NO
两栖纲,白刺湍蛙,Amolops albispinus,VU,YES
两栖纲,鸭嘴竹叶蛙,Bamburana nasuta,VU,YES
两栖纲,竖琴蛙,Nidirana okinavana,VU,NO
两栖纲,南昆山琴蛙,Nidirana nankunensis,VU,YES
两栖纲,云南臭蛙,Odorrana andersonii,VU,NO
两栖纲,海南臭蛙,Odorrana hainanensis,VU,YES
两栖纲,景东臭蛙,Odorrana jingdongensis,VU,YES
两栖纲,光雾臭蛙,Odorrana kuangwuensis,VU,YES
两栖纲,滇南臭蛙,Odorrana tiannanensis,VU,YES
两栖纲,务川臭蛙,Odorrana wuchuanensis,VU,YES
两栖纲,筠连臭蛙,Odorrana junlianensis,VU,YES
两栖纲,荔浦臭蛙,Odorrana lipuensis,VU,YES
两栖纲,黑斜线侧褶蛙,Pelophylax nigrolineatus,VU,YES
两栖纲,朝鲜林蛙,Rana coreana,VU,NO
两栖纲,梭德氏林蛙,Rana sauteri,VU,YES
两栖纲,天台粗皮蛙,Rugosa tientaiensis,VU,YES
两栖纲,细刺水蛙,Sylvirana spinulosa,VU,YES
两栖纲,金秀纤树蛙,Gracixalus jinxiuensis,VU,YES
两栖纲,横纹树蛙,Huangixalus translineatus,VU,YES
两栖纲,罗默刘树蛙,Liuixalus romeri,VU,YES
两栖纲,勐腊小树蛙,Raorchestes menglaensis,VU,NO
两栖纲,眼斑刘树蛙,Liuixalus ocellatus,VU,NO
两栖纲,海南刘树蛙,Liuixalus hainanus,VU,YES
两栖纲,诸罗树蛙,Rhacophorus arvalis,VU,YES
两栖纲,橙腹树蛙,Rhacophorus aurantiventris,VU,YES
两栖纲,棕褶树蛙,Rhacophorus feae,VU,NO
两栖纲,黑蹼树蛙,Rhacophorus kio,VU,NO
两栖纲,白线树蛙,Rhacophorus leucofasciatus,VU,YES
两栖纲,福鼎蝾螈,Cynops fudingensis,VU,YES
两栖纲,墨脱棘蛙,Maculopaa medogensis,VU,YES
两栖纲,布兰福棘蛙,Paa blanfordii,VU,NO
两栖纲,棘臂蛙,Paa liebigii,VU,NO
两栖纲,波留宁棘蛙,Paa polunini,VU,NO
两栖纲,疣粒角蟾,Boulenophrys tuberogranulatus,VU,YES
两栖纲,东北粗皮蛙,Rugosa emeljanovi,VU,NO
两栖纲,版纳水蛙,Sylvirana bannanica,VU,YES
两栖纲,河口水蛙,Sylvirana hekouensis,VU,NO
两栖纲,版纳鱼螈,Ichthyophis bannanicus,NT,NO
两栖纲,巫山巴鲵,Liua shihi,NT,YES
两栖纲,蓝尾蝾螈,Cynops cyanurus,NT,YES
两栖纲,东方蝾螈,Cynops orientalis,NT,YES
两栖纲,费氏肥螈,Pachytriton feii,NT,YES
两栖纲,弓斑肥螈,Pachytriton archospotus,NT,YES
两栖纲,黄斑肥螈,Pachytriton xanthospilos,NT,YES
两栖纲,秉志肥螈,Pachytriton granulosus,NT,YES
两栖纲,贺州肥螈,Pachytriton wuguanfui,NT,YES
两栖纲,中国瘰螈,Paramesotriton chinensis,NT,YES
两栖纲,香港瘰螈,Paramesotriton hongkongensis,NT,YES
两栖纲,武陵瘰螈,Paramesotriton wulingensis,NT,YES
两栖纲,橙脊瘰螈,Paramesotriton aurantius,NT,YES
两栖纲,川南疣螈,Tylototriton pseudoverrucosus,NT,YES
两栖纲,丽色疣螈,Tylototriton pulcherrima,NT,YES
两栖纲,细痣瑶螈,Yaotriton asperrimus,NT,NO
两栖纲,宽脊瑶螈,Yaotriton broadoridgus,NT,YES
两栖纲,圆疣蟾蜍,Bufo tuberculatus,NT,YES
两栖纲,花背蟾蜍,Strauchbufo raddei,NT,NO
两栖纲,隐耳溪蟾,Torrentophryne cryptotympanicus,NT,NO
两栖纲,河谷舌突蛙,Liurana vallecula,NT,YES
两栖纲,隆肛蛙,Feirana quadranus,NT,YES
两栖纲,福建大头蛙,Limnonectes fujianensis,NT,YES
两栖纲,川南短腿蟾,Brachytarsophrys chuannanensis,NT,YES
两栖纲,费氏短腿蟾,Brachytarsophrys feae,NT,NO
两栖纲,坡普短腿蟾,Brachytarsophrys popei,NT,YES
两栖纲,沙巴拟髭蟾,Leptobrachium chapaense,NT,NO
两栖纲,华深拟髭蟾,Leptobrachium huashen,NT,YES
两栖纲,大刘角蟾,Liuophrys major,NT,NO
两栖纲,莽山刘角蟾,Liuophrys mangshanensis,NT,YES
两栖纲,利川齿蟾,Oreolalax lichuanensis,NT,YES
两栖纲,南江齿蟾,Oreolalax nanjiangensis,NT,YES
两栖纲,疣刺齿蟾,Oreolalax rugosus,NT,YES
两栖纲,无蹼齿蟾,Oreolalax schmidti,NT,YES
两栖纲,龙门山齿蟾,Oreolalax longmenmontis,NT,YES
两栖纲,布氏掌突蟾,Paramegophrys bourreti,NT,NO
两栖纲,香港掌突蟾,Paramegophrys laui,NT,YES
两栖纲,林芝齿突蟾,Scutiger nyingchiensis,NT,NO
两栖纲,锡金齿突蟾,Scutiger sikimmensis,NT,NO
两栖纲,墨脱猫眼蟾,Scutiger wuguanfui,NT,YES
两栖纲,刺疣齿突蟾,Scutiger spinosus,NT,YES
两栖纲,哀牢髭蟾,Vibrissaphora ailaonica,NT,NO
两栖纲,崇安髭蟾,Vibrissaphora liui,NT,YES
两栖纲,景东角蟾,Xenophrys jingdongensis,NT,YES
两栖纲,炳灵角蟾,Xenophrys binlingensis,NT,YES
两栖纲,陈氏角蟾,Xenophrys cheni,NT,YES
两栖纲,东莞角蟾,Xenophrys dongguanensis,NT,YES
两栖纲,南昆山角蟾,Xenophrys nankunensis,NT,YES
两栖纲,雨神角蟾,Xenophrys ombrophila,NT,YES
两栖纲,花细狭口蛙,Kalophrynus interlineatus,NT,NO
两栖纲,大姬蛙,Microhyla fowleri,NT,NO
两栖纲,孟连小姬蛙,Micryletta menglienicus,NT,NO
两栖纲,圆蟾舌蛙,Phrynoglossus martensii,NT,NO
两栖纲,山湍蛙,Amolops monticola,NT,NO
两栖纲,绿点湍蛙,Amolops viridimaculatus,NT,NO
两栖纲,越北臭蛙,Odorrana geminata,NT,NO
两栖纲,棕点湍蛙,Amolops loloensis,NT,YES
两栖纲,察隅湍蛙,Amolops chayuensis,NT,YES
两栖纲,云开湍蛙,Amolops yunkaiensis,NT,YES
两栖纲,逸仙湍蛙,Amolops yatseni,NT,YES
两栖纲,小竹叶蛙,Bamburana exiliversabilis,NT,YES
两栖纲,竹叶蛙,Bamburana versabilis,NT,YES
两栖纲,沼蛙,Boulengerana guentheri,NT,NO
两栖纲,长趾水蛙,Hylarana macrodactyla,NT,NO
两栖纲,台北水蛙,Hylarana taipehensis,NT,NO
两栖纲,胫腺蛙,Liuhurana shuchinae,NT,YES
两栖纲,海南琴蛙,Nidirana hainanensis,NT,YES
两栖纲,无指盘臭蛙,Odorrana grahami,NT,NO
两栖纲,龙胜臭蛙,Odorrana lungshengensis,NT,YES
两栖纲,南江臭蛙,Odorrana nanjiangensis,NT,YES
两栖纲,圆斑臭蛙,Odorrana rotodora,NT,NO
两栖纲,合江臭蛙,Odorrana hejiangensis,NT,YES
两栖纲,宜章臭蛙,Odorrana yizhangensis,NT,YES
两栖纲,北圻臭蛙,Odorrana bacboensis,NT,NO
两栖纲,沧源臭蛙,Odorrana cangyuanensis,NT,YES
两栖纲,墨脱臭蛙,Odorrana zhaoi,NT,YES
两栖纲,贵州臭蛙,Odorrana kweichowensis,NT,YES
两栖纲,福建侧褶蛙,Pelophylax fukienensis,NT,YES
两栖纲,黑斑侧褶蛙,Pelophylax nigromaculatus,NT,NO
两栖纲,中亚侧褶蛙,Pelophylax terentievi,NT,NO
两栖纲,金线侧褶蛙,Pelophylax plancyi,NT,YES
两栖纲,黑龙江林蛙,Rana amurensis,NT,NO
两栖纲,中亚林蛙,Rana asiatica,NT,NO
两栖纲,东北林蛙,Rana dybowskii,NT,NO
两栖纲,借母溪林蛙,Rana jiemuxiensis,NT,YES
两栖纲,桓仁林蛙,Rana huanrenensis,NT,NO
两栖纲,寒露林蛙,Rana hanluica,NT,YES
两栖纲,猫儿山林蛙,Rana maoershanensis,NT,YES
两栖纲,肘腺水蛙,Sylvirana cubitalis,NT,NO
两栖纲,茅索水蛙,Sylvirana maosonensis,NT,NO
两栖纲,海南溪树蛙,Buergeria oxycephala,NT,YES
两栖纲,抚华费树蛙,Feihyla fuhua,NT,NO
两栖纲,黑眼睑纤树蛙,Gracixalus gracilipes,NT,NO
两栖纲,弄岗纤树蛙,Gracixalus nonggangensis,NT,NO
两栖纲,陇川小树蛙,Raorchestes longchuanensis,NT,NO
两栖纲,十万山刘树蛙,Liuixalus shiwandashan,NT,YES
两栖纲,缅甸树蛙,Rhacophorus burmanus,NT,NO
两栖纲,绿背树蛙,Rhacophorus dorsoviridis,NT,NO
两栖纲,侏树蛙,Rhacophorus minimus,NT,YES
两栖纲,黑点树蛙,Rhacophorus nigropunctatus,NT,YES
两栖纲,翡翠树蛙,Rhacophorus prasinatus,NT,YES
两栖纲,白颌大树蛙,Rhacophorus smaragdinus,NT,NO
两栖纲,台北树蛙,Rhacophorus taipeianus,NT,YES
两栖纲,利川树蛙,Rhacophorus wui,NT,YES
两栖纲,疣足树蛙,Rhacophorus verrucopus,NT,YES
两栖纲,屏边树蛙,Rhacophorus duboisi,NT,NO
两栖纲,昭觉树蛙,Rhacophorus hui,NT,YES
两栖纲,丽水树蛙,Rhacophorus lishuiensis,NT,YES
两栖纲,大别山树蛙,Rhacophorus zhoukaiyae,NT,YES
两栖纲,白斑棱皮树蛙,Theloderma albopunctatum,NT,NO
两栖纲,蛙,Theloderma corticale,NT,YES
两栖纲,蛙,Theloderma rhododiscus,NT,NO
两栖纲,威宁趾沟蛙,Pseudorana weiningensis,NT,YES
两栖纲,极北鲵,Salamandrella keyserlingii,LC,NO
两栖纲,黑斑肥螈,Pachytriton brevipes,LC,YES
两栖纲,莫氏肥螈,Pachytriton moi,LC,YES
两栖纲,大蹼铃蟾,Bombina maxima,LC,YES
两栖纲,东方铃蟾,Bombina orientalis,LC,NO
两栖纲,盘谷蟾蜍,Bufo bankorensis,LC,YES
两栖纲,中华蟾蜍,Bufo gargarizans,LC,NO
两栖纲,西藏蟾蜍,Bufo tibetanus,LC,YES
两栖纲,大蟾蜍,Bufo bufo,LC,NO
两栖纲,塔里木蟾蜍,Bufotes pewzowi,LC,NO
两栖纲,隆枕蟾蜍,Duttaphrynus cyphosus,LC,YES
两栖纲,喜山蟾蜍,Duttaphrynus himalayanus,LC,NO
两栖纲,黑眶蟾蜍,Duttaphrynus melanostictus,LC,NO
两栖纲,哀牢溪蟾,Torrentophryne ailaoanus,LC,YES
两栖纲,绿春溪蟾,Torrentophryne luchunnica,LC,YES
两栖纲,高山舌突蛙,Liurana alpina,LC,YES
两栖纲,墨脱舌突蛙,Liurana medogensis,LC,YES
两栖纲,西藏舌突蛙,Liurana xizangensis,LC,YES
两栖纲,泽陆蛙,Fejervarya multistriata,LC,NO
两栖纲,川村陆蛙,Fejervarya kawamurai,LC,NO
两栖纲,高山倭蛙,Nanorana parkeri,LC,NO
两栖纲,倭蛙,Nanorana pleskei,LC,YES
两栖纲,腹斑倭蛙,Nanorana ventripunctata,LC,YES
两栖纲,无斑雨蛙,Dryophytes immaculata,LC,NO
两栖纲,中国雨蛙,Hyla chinensis,LC,NO
两栖纲,华西雨蛙,Hyla gongshanensis,LC,NO
两栖纲,三港雨蛙,Hyla sanchiangensis,LC,YES
两栖纲,华南雨蛙,Hyla simplex,LC,NO
两栖纲,秦岭雨蛙,Hyla tsinlingensis,LC,YES
两栖纲,东北雨蛙,Hyla ussuriensis,LC,NO
两栖纲,沙坪隐耳蟾,Atypannophrys shapingensis,LC,YES
两栖纲,淡肩角蟾,Boulenophrys boettgeri,LC,YES
两栖纲,挂墩角蟾,Boulenophrys kuatunensis,LC,YES
两栖纲,小角蟾,Boulenophrys minor,LC,NO
两栖纲,黄山角蟾,Boulenophrys huangshanensis,LC,YES
两栖纲,瓦屋角蟾,Boulenophrys wawuensis,LC,YES
两栖纲,雷山角蟾,Boulenophrys leishanensis,LC,YES
两栖纲,东方短腿蟾,Megophrys orientalis,LC,NO
两栖纲,平顶短腿蟾,Brachytarsophrys platyparietus,LC,NO
两栖纲,腺刘角蟾,Liuophrys glandulosa,LC,NO
