Source_row,Chinese_name_raw,Scientific_name_raw,Province_raw,Verdict,Reason,Source_citation
1328,云开掌突蟾,Leptobrachella yunkaiensis,广东,新种表,新种描述，转入 CHNR_new_species,"Jian Wang and Jianhuan Yang and Yao Li and Zhitong Lyu and Zhaochi Zeng and Zuyao Liu and Youhua Ye and Yingyong Wang (2018). Morphology and molecular genetics reveal two new Leptobrachella species in southern China (Anura, Megophryidae) ZooKeys, 776, 105–137 https://doi.org/10.3897/zookeys.776.22925"
1329,红斑蟾蜍,Bufo rubroventromaculatus,云南、广西,事件表,省级新纪录事件（2省）,"Shuo Liu and Mian Hou and Mingzhong Mo and Dingqi Rao (2024). First confirmed record of Bufo rubroventromaculatus Orlov, Ananjeva, Ermakov, Lukonina, Ninh & Nguyen, 2024 (Anura, Bufonidae) from China, with supplementary description of this species Biodiversity Data Journal, 12 https://doi.org/10.3897/BDJ.12.e134392"
1330,五皇山掌突蟾,Leptobrachella wuhuangmontis,广西,新种表,新种描述，转入 CHNR_new_species,"Jian Wang and Jianhuan Yang and Yao Li and Zhitong Lyu and Zhaochi Zeng and Zuyao Liu and Youhua Ye and Yingyong Wang (2018). Morphology and molecular genetics reveal two new Leptobrachella species in southern China (Anura, Megophryidae) ZooKeys, 776, 105–137 https://doi.org/10.3897/zookeys.776.22925"
1331,小湍蛙,Amolops minutus,莱州,排除,国外记录（省份字段为外国地名：莱州）,"Shuo Liu and Truong Quang Nguyen and Minh Duc Le and Cuong The Pham and Anh Van Pham and Mian Hou and Hongxin Zhou and Mingzhong Mo and Mei Li and Biao Li and Xiong Luo and Dingqi Rao and Song Li (2024). Taxonomic relationship between Amolops minutus Orlov & Ho, 2007 and A. ottorum Pham, Sung, Pham, Le, Zieger & Nguyen, 2019, with first record of A. minutus from China (Anura, Ranidae) Biodiversity Data Journal, 12 https://doi.org/10.3897/BDJ.12.e129214"
1332,高山壁虎,Gekko alpinus,四川、西藏,新种表,新种描述，转入 CHNR_new_species,"Shun Ma and Sheng-Chao Shi and Cheng Shen and Li-Ming Chang and Jian-Ping Jiang (2024). Discovery of a new species of the subgenus Japonigekko (Squamata, Gekkonidae, Gekko) from the Hengduan Mountains, southwestern China: the best Japonigekko mountaineer 289 https://doi.org/10.3897/zookeys.1215.125043"
1333,云开掌突蟾,Leptobrachella yunkaiensis,广东,新种表,新种描述，转入 CHNR_new_species,"Jian Wang and Jianhuan Yang and Yao Li and Zhitong Lyu and Zhaochi Zeng and Zuyao Liu and Youhua Ye and Yingyong Wang (2018). Morphology and molecular genetics reveal two new Leptobrachella species in southern China (Anura, Megophryidae) ZooKeys, 776, 105–137 https://doi.org/10.3897/zookeys.776.22925"
1334,高望界疣螈,Tylototriton gaowangjienensis,湖南,新种表,新种描述，转入 CHNR_new_species,"Jie Huang and Ying Xiang and Tao Wu and You-Xiang Zhang and Zi-Liang Zhang and Ben-Zhong Wang and Xiang-Ying Lan and Yu-Ping Huang and Hui-Juan Jiang and Wan-Sheng Jiang (2024). Description of a new species of the Asian newt genus Tylototriton (Amphibia, Urodela, Salamandridae) from Hunan Province, China Environmental Science https://doi.org/10.3897/herpetozoa.37.e135222"
1335,黄岗山蝾螈,Hypselotriton huanggangensis,江西,新种表,新种描述，转入 CHNR_new_species,"Zhihao Jiang and Song Huang and Qiangyong Fan and Lin Cheng and Yanan Gong and Zhangbo Cui and Tierui Zhang and Wenjun Lan and Zhian Zou and Xuanzhi Huang and Jean Raffaëlli and Jinmin Chen (2024). A new species of the newt genus Hypselotriton (Amphibia, Urodela, Salamandridae) from Jiangxi Province, southeastern China Life Science https://doi.org/10.3897/zookeys.1208.126092"
1336,五皇山掌突蟾,Leptobrachella wuhuangmontis,广西,新种表,新种描述，转入 CHNR_new_species,"Jian Wang and Jianhuan Yang and Yao Li and Zhitong Lyu and Zhaochi Zeng and Zuyao Liu and Youhua Ye and Yingyong Wang (2018). Morphology and molecular genetics reveal two new Leptobrachella species in southern China (Anura, Megophryidae) ZooKeys, 776, 105–137 https://doi.org/10.3897/zookeys.776.22925"
1337,黄氏倭蛙,Nanorana huangi,云南,新种表,新种描述，转入 CHNR_new_species,"Feirong JI and Shengchao SHI and Shun MA and Cheng SHEN and Liming CHANG and Jianping JIANG (2023). A New Species of the Genus Nanorana Günther, 1896 (Anura: Dicroglossidae) from Hengduan Mountains of China Asian Herpetological Research, 14(4), 300–318 https://doi.org/10.3724/ahr.2095-0357.2023.0025"
1338,腹斑倭蛙,Nanorana ventripunctata,云南,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Feirong JI and Shengchao SHI and Shun MA and Cheng SHEN and Liming CHANG and Jianping JIANG (2023). A New Species of the Genus Nanorana Günther, 1896 (Anura: Dicroglossidae) from Hengduan Mountains of China Asian Herpetological Research, 14(4), 300–318 https://doi.org/10.3724/ahr.2095-0357.2023.0025"
1339,西藏倭蛙,Nanorana parkeri,,终审:A3 排除-无省份且无坐标,新种描述文献中的伴随物种记录，非明确新纪录事件,"Feirong JI and Shengchao SHI and Shun MA and Cheng SHEN and Liming CHANG and Jianping JIANG (2023). A New Species of the Genus Nanorana Günther, 1896 (Anura: Dicroglossidae) from Hengduan Mountains of China Asian Herpetological Research, 14(4), 300–318 https://doi.org/10.3724/ahr.2095-0357.2023.0025"
1340,邦达倭蛙,Nanorana bangdaensis,西藏,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Feirong JI and Shengchao SHI and Shun MA and Cheng SHEN and Liming CHANG and Jianping JIANG (2023). A New Species of the Genus Nanorana Günther, 1896 (Anura: Dicroglossidae) from Hengduan Mountains of China Asian Herpetological Research, 14(4), 300–318 https://doi.org/10.3724/ahr.2095-0357.2023.0025"
1341,岷山倭蛙,Nanorana pleskei,四川,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Feirong JI and Shengchao SHI and Shun MA and Cheng SHEN and Liming CHANG and Jianping JIANG (2023). A New Species of the Genus Nanorana Günther, 1896 (Anura: Dicroglossidae) from Hengduan Mountains of China Asian Herpetological Research, 14(4), 300–318 https://doi.org/10.3724/ahr.2095-0357.2023.0025"
1342,,Leptobrachella bijie,贵州,新种表,新种描述，转入 CHNR_new_species,"Jian Wang and Yu-Long Li and Yao Li and Hong-Hui Chen and Ya-Jun Zeng and Jing-Min Shen and Ying-Yong Wang (2019). Morphology, molecular genetics, and acoustics reveal two new species of the genus Leptobrachella from northwestern Guizhou Province, China (Anura, Megophryidae) ZooKeys, 848, 119–154 https://doi.org/10.3897/zookeys.848.29181"
1343,,Leptobrachella purpuraventra,贵州,新种表,新种描述，转入 CHNR_new_species,"Jian Wang and Yu-Long Li and Yao Li and Hong-Hui Chen and Ya-Jun Zeng and Jing-Min Shen and Ying-Yong Wang (2019). Morphology, molecular genetics, and acoustics reveal two new species of the genus Leptobrachella from northwestern Guizhou Province, China (Anura, Megophryidae) ZooKeys, 848, 119–154 https://doi.org/10.3897/zookeys.848.29181"
1344,,Leptobrachella bijie,贵州,新种表,新种描述，转入 CHNR_new_species,"Jian Wang、Yu-Long Li、Yao Li、Hong-Hui Chen、Ya-Jun Zeng、Jing-Min Shen、Ying-Yong Wang (2019). Morphology, molecular genetics, and acoustics reveal two new species of the genus Leptobrachella from northwestern Guizhou Province, China (Anura, Megophryidae) ZooKeys, 848, 119–154 https://doi.org/10.3897/zookeys.848.29181"
1345,,Leptobrachella purpuraventra,贵州,新种表,新种描述，转入 CHNR_new_species,"Jian Wang、Yu-Long Li、Yao Li、Hong-Hui Chen、Ya-Jun Zeng、Jing-Min Shen、Ying-Yong Wang (2019). Morphology, molecular genetics, and acoustics reveal two new species of the genus Leptobrachella from northwestern Guizhou Province, China (Anura, Megophryidae) ZooKeys, 848, 119–154 https://doi.org/10.3897/zookeys.848.29181"
1346,,Xenophrys jinggangensis,江西和湖南,终审:转入新种表(建议·待复核),记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1347,东京棱蜥,Sphenomorphus tonkinensis,广西、广东、江西,事件表,省级新纪录事件（3省）,"Yingyong WANG and Jianhuan YANG and Yang LIU (2013). New Distribution Records for Sphenomorphus tonkinensis (Lacertilia: Scincidae) with Notes on Its Variation and Diagnostic Characters Asian Herpetological Research, 4(2), 147–150 https://doi.org/10.3724/SP.J.1245.2013.00147"
1348,黄家岭脊蛇,Achalinus huangjietangi,安徽,新种表,新种描述，转入 CHNR_new_species,"Ruyi HUANG and Lifang PENG and Lei YU and Tianqi HUANG and Ke JIANG and Li DING and Jinkang CHANG and Diancheng YANG and Yuhao XU and Song HUANG (2021). A New Species of the Genus Achalinus from Huangshan, Anhui, China (Squamata: Xenodermidae) Asian Herpetological Research, 12(2), 178–187 https://doi.org/10.16373/j.cnki.ahr.200075"
1349,宽口肥螈,Pachytriton labiatus,,事件表,省级新纪录事件（1省）,"Tom GOLDSCHMIDT and Reinhard GERECKE and Gerd ALBERTI (2002). Hygrobates salamandrarum sp. nov. (Acari, Hydrachnidia, Hygrobatidae) from China: the First Record of a Freshwater Mite Parasitizing Newts (Amphibia, Urodela) , 241(04), 297"
1350,莽山角蟾,Xenophrys mangshanensis,广东、江西,终审:待人工复核-未能在线定性,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1351,棘胸蟾蜍,Bufo spinulosus,,排除,属级记录，非种级事件,"Tom GOLDSCHMIDT and Reinhard GERECKE and Gerd ALBERTI (2002). Hygrobates salamandrarum sp. nov. (Acari, Hydrachnidia, Hygrobatidae) from China: the First Record of a Freshwater Mite Parasitizing Newts (Amphibia, Urodela) , 241(04), 297"
1352,,Xenophrys kuatunensis,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1353,,Megophrys nasuta,沙巴,终审:C 排除-记录地为国外省区,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1354,峨山掌突蟾,Paramegophrys oshanensis,四川,终审:排除-伴随物种（省内已知）,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1355,,Xenophrys minor,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1356,,Xenophrys ancrae,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1357,勐腊灌树蛙,Raorchestes menglaensis,云南,新种表,新种描述，转入 CHNR_new_species,"Ke JIANG and Jinlong REN and Jian WANG and Junfeng GUO and Zeng WANG and Yonghong LIU and Dechun JIANG and Jiatang LI (2020). Taxonomic Revision of Raorchestes menglaensis (Kou, 1990) (Amphibia: Anura), with Descriptions of Two New Species from Yunnan, China Asian Herpetological Research, 11(4), 263–281 https://doi.org/10.16373/j.cnki.ahr.200018"
1358,张氏角蟾,Xenophrys zhangi,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1359,,Xenophrys zunhebotoensis,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1360,,Xenophrys binchuanensis,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1361,,Xenophrys pachyproctus,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1362,巫山费氏蛙,Feirana quadranus,重庆、甘肃、湖北、四川、陕西,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Xin YANG and Bin WANG and Junhua HU and Jianping JIANG (2011). A New Species of the Genus Feirana (Amphibia: Anura: Dicroglossidae) from the Western Qinling Mountains of China Asian Herpetological Research, 2(2), 72-86 https://doi.org/10.3724/SP.J.1245.2011.00072"
1363,宜昌壁虎,Gekko ichangensis,湖北,新种表,新种描述，转入 CHNR_new_species,"Jing CAO and Phuping SUCHARITAKUL and Minhua TIE and Chatmongkon SUWANNAPOOM and Fang YAN and Siriwadee CHOMDEJ (2025). A New Species of the Genus Gekko Laurenti, 1768 (Squamata: Gekkonidae) from Hubei, China Asian Herpetological Research, 16(1), 110–121 https://doi.org/10.3724/ahr.2095-0357.2024.0046"
1364,宜昌壁虎,Gekko ichangensis,湖北,新种表,新种描述，转入 CHNR_new_species,"Jing CAO and Phuping SUCHARITAKUL and Minhua TIE and Chatmongkon SUWANNAPOOM and Fang YAN and Siriwadee CHOMDEJ (2025). A New Species of the Genus Gekko Laurenti, 1768 (Squamata: Gekkonidae) from Hubei, China Asian Herpetological Research, 16(1), 110–121 https://doi.org/10.3724/ahr.2095-0357.2024.0046"
1365,门巴刘树蛙,Liurana menba,西藏,新种表,新种描述，转入 CHNR_new_species,"Haoqi YU and Yiheng LIN and Shengchao SHI and Bicheng ZHU and Bin WANG and Jianping JIANG and Feng XIE (2025). Liurana menba sp. nov., Another New Papilla-tongued Frog Species from Medog, China (Anura, Ceratobatrachidae) Asian Herpetological Research, 16(3), 272–280 https://doi.org/10.3724/ahr.2095-0357.2025.0014"
1366,大别山原矛头蝮,Protobothrops dabieshanensis,安徽,新种表,新种描述，转入 CHNR_new_species,"Xin HUANG and Tao PAN and Demin HAN and Liang ZHANG and Yinxu HOU and Lei YU and Heming ZHENG and Baowei ZHANG (2012). A New Species of the Genus Protobothrops (Squamata: Viperidae: Crotalinae) from the Dabie Mountains, Anhui, China Asian Herpetological Research, 3(3), 213–218 https://doi.org/10.3724/SP.J.1245.2012.00213"
1367,斯氏攀蜥,Japalura slowinskii,云南,新种表,新种描述，转入 CHNR_new_species,"Dingqi RAO and Jens V. VINDUM and Xiaohui MA and Mingxia FU and Jeffery A. WILKINSON (2017). A New Species of Japalura (Squamata, Agamidae) from the Nu River Valley in Southern Hengduan Mountains, Yunnan, China Asian Herpetological Research, 8(2), 86–95 https://doi.org/10.16373/j.cnki.ahr.160053"
1368,戴氏攀蜥,Japalura dymondi,云南,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Dingqi RAO and Jens V. VINDUM and Xiaohui MA and Mingxia FU and Jeffery A. WILKINSON (2017). A New Species of Japalura (Squamata, Agamidae) from the Nu River Valley in Southern Hengduan Mountains, Yunnan, China Asian Herpetological Research, 8(2), 86–95 https://doi.org/10.16373/j.cnki.ahr.160053"
1369,,Xenophrys palpebralespinosa,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1370,,Xenophrys parallela,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Yingyong Wang and Jian Zhao and Jianhuan Yang and Zhixin Zhou and Guoling Chen and Yang Liu (2014). Morphology, Molecular Genetics, and Bioacoustics Support Two New Sympatric Xenophrys Toads (Amphibia: Anura: Megophryidae) in Southeast China PLoS ONE, 9(4), e93075 https://doi.org/10.1371/journal.pone.0093075"
1371,艾氏坭蛇,Trachischium apteii,西藏,终审:待人工-倾向转入事件表,记录类型无法判定（原表未标注且引用无线索）,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecular Phylogeny and Morphological Comparisons Provide New Insights into Systematics of the Genus Trachischium Günther, 1858 (Serpentes: Natricidae) Current Herpetology, 43(1), 7-21 https://doi.org/10.5358/hsj.43.7"
1372,蓝腹蝾螈,Cynops glaucus,广东,新种表,新种描述，转入 CHNR_new_species,"Zhiyong YUAN and Ke JIANG and Limin DING and Liang ZHANG and Jing CHE (2013). A New Newt of the Genus Cynops (Caudata: Salamandridae) from Guangdong, China Asian Herpetological Research, 4(2), 116–123 https://doi.org/10.3724/SP.J.1245.2013.00116"
1373,,Trachischium fuscum,,终审:B7 坐标在境内可反推省份,记录类型无法判定（原表未标注且引用无线索）,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecular Phylogeny and Morphological Comparisons Provide New Insights into Systematics of the Genus Trachischium Günther, 1858 (Serpentes: Natricidae) Current Herpetology, 43(1), 7-21 https://doi.org/10.5358/hsj.43.7"
1374,,Trachischium guentheri,,终审:B7 坐标在境内可反推省份,记录类型无法判定（原表未标注且引用无线索）,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecular Phylogeny and Morphological Comparisons Provide New Insights into Systematics of the Genus Trachischium Günther, 1858 (Serpentes: Natricidae) Current Herpetology, 43(1), 7-21 https://doi.org/10.5358/hsj.43.7"
1375,橄榄坭蛇,Trachischium laeve,,终审:B7 坐标在境内可反推省份,记录类型无法判定（原表未标注且引用无线索）,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecular Phylogeny and Morphological Comparisons Provide New Insights into Systematics of the Genus Trachischium Günther, 1858 (Serpentes: Natricidae) Current Herpetology, 43(1), 7-21 https://doi.org/10.5358/hsj.43.7"
1376,山坭蛇,Trachischium monticola,西藏,终审:待人工-倾向转入事件表,记录类型无法判定（原表未标注且引用无线索）,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecular Phylogeny and Morphological Comparisons Provide New Insights into Systematics of the Genus Trachischium Günther, 1858 (Serpentes: Natricidae) Current Herpetology, 43(1), 7-21 https://doi.org/10.5358/hsj.43.7"
1377,,Trachischium cf monticola,,排除,属级记录，非种级事件,"Guo, Peng and Liu, Qin and Jin, Jie Qiong and Shu, Fu and Wu, Ya Yong and Che, Jing (2024). Multilocus Molecular Phylogeny and Morphological Comparisons Provide New Insights into Systematics of the Genus Trachischium Günther, 1858 (Serpentes: Natricidae) Current Herpetology, 43(1), 7-21 https://doi.org/10.5358/hsj.43.7"
1378,墨脱角蟾,Megophrys medogensis,西藏,终审:A1/B1 排除-同种同省已收录(再记录),新种描述文献中的伴随物种记录，非明确新纪录事件,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693"
1379,粗肛角蟾,Megophrys pachyproctus,西藏,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693"
1380,周氏角蟾,Megophrys zhoui,西藏,新种表,新种描述，转入 CHNR_new_species,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693"
1381,叶氏角蟾,Megophrys yeae,西藏,新种表,新种描述，转入 CHNR_new_species,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693"
1382,墨脱角蟾,Megophrys medogensis,西藏,终审:A1/B1 排除-同种同省已收录(再记录),新种描述文献中的伴随物种记录，非明确新纪录事件,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693"
1383,粗肛角蟾,Megophrys pachyproctus,西藏,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693"
1384,周氏角蟾,Megophrys zhoui,西藏,新种表,新种描述，转入 CHNR_new_species,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693"
1385,叶氏角蟾,Megophrys yeae,西藏,新种表,新种描述，转入 CHNR_new_species,"Shengchao Shi and Meihua Zhang and Feng Xie and Jianping Jiang and Wulin Liu and Li Ding and Li Luan and Bin Wang (2020). Multiple data revealed two new species of the Asian horned toad Megophrys Kuhl & Van Hasselt, 1822 (Anura, Megophryidae) from the eastern corner of the Himalayas ZooKeys, 977, 101–161 https://doi.org/10.3897/zookeys.977.55693"
1386,素贞环蛇,Bungarus suzhenae,云南、克钦邦,新种表,新种描述，转入 CHNR_new_species,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1387,银环蛇,Bungarus multicinctus,福建、台湾,终审:A4 排除(建议)-伴随物种记录,新种描述文献中的伴随物种记录，非明确新纪录事件,"Ze-Ning Chen and Sheng-Chao Shi and Gernot Vogel and Li Ding and Jing-Song Shi (2021). Multiple lines of evidence reveal a new species of Krait (Squamata, Elapidae, Bungarus) from Southwestern China and Northern Myanmar ZooKeys, 1025, 35–71 https://doi.org/10.3897/zookeys.1025.62305"
1388,茂兰疣螈,Tylototriton maolanensis,贵州,新种表,新种描述，转入 CHNR_new_species,"Shize LI and Gang WEI and Yanlin CHENG and Baowei ZHANG and Bin WANG (2020). Description of a New Species of the Asian Newt Genus Tylototriton sensu lato (Amphibia: Urodela: Salamandridae) from Southwest China Asian Herpetological Research, 11(4), 282–296 https://doi.org/10.16373/j.cnki.ahr.200026"
1389,北方狭口蛙,Kaloula borealis,上海,事件表,省级新纪录事件（1省）,"Wei ZHANG and Ben LI and Xiaoxiao SHU and Hanbin XIE and Enle PEI and Xiao YUAN and Yujie SUN and Tianhou WANG and Zhenghuan WANG (2015). A New Record of Kaloula (Amphibia: Anura: Microhylidae) in Shanghai, China Asian Herpetological Research, 6(3), 240–244 https://doi.org/10.16373/j.cnki.ahr.140070"
1390,赤纹颈槽蛇,Rhabdophis chiwen,四川,新种表,新种描述，转入 CHNR_new_species,"Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FUKUDA and Akira MORI and Yezhong TANG and Qin CHEN and Li DING (2020). A New Species of the Genus Rhabdophis Fitzinger, 1843 (Squamata: Colubridae) in Southwestern Sichuan, China Asian Herpetological Research, 11(2), 95–107 https://doi.org/10.16373/j.cnki.ahr.190068"
