Source_row,Chinese_name_raw,Scientific_name_raw,Province_raw,Verdict,Reason,Source_citation
96,封开角蟾,Boulenophrys acuta,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Shi-Shi Lin and Hong-Hui Chen and Yuan-Hang Li and Zhao-Ning Peng and Zhao-Chi Zeng and Jian Wang (2024). A new Boulenophrys species (Anura, Megophryidae) from the coastal hills of eastern Fujian Province, China https://doi.org/10.3897/zookeys.1216.130017"
97,虎纹蛙,Hoplobatrachus rugulosus,湖北,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"戴宗兴、张洪茂、周权、刘绪生 (2011). 湖北省两栖动物资源概况 四川动物, 30(1), 144-147 https://doi.org/10.3969/j.issn.1000-7083.2011.01.036"
98,揭阳角蟾,Boulenophrys hungtai,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Shi-Shi Lin and Hong-Hui Chen and Yuan-Hang Li and Zhao-Ning Peng and Zhao-Chi Zeng and Jian Wang (2024). A new Boulenophrys species (Anura, Megophryidae) from the coastal hills of eastern Fujian Province, China https://doi.org/10.3897/zookeys.1216.130017"
99,,Xenophrys,,排除,属级记录，非种级事件,"Shi-Shi Lin and Hong-Hui Chen and Yuan-Hang Li and Zhao-Ning Peng and Zhao-Chi Zeng and Jian Wang (2024). A new Boulenophrys species (Anura, Megophryidae) from the coastal hills of eastern Fujian Province, China https://doi.org/10.3897/zookeys.1216.130017"
100,仙琴水蛙,Nidirana daunchina,湖北,事件表,省级新纪录事件（1省）,"戴宗兴、张洪茂、周权、刘绪生 (2011). 湖北省两栖动物资源概况 四川动物, 30(1), 144-147 https://doi.org/10.3969/j.issn.1000-7083.2011.01.036"
101,陈氏蛙,Rana chensinensis,陕西,终审:转入新种表(建议·待复核),记录类型无法判定（原表未标注且引用无线索）,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030"
102,昆嵛山蛙,Rana kukunoris,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030"
103,淮源林蛙,Rana qui,河南,新种表,新种描述，转入 CHNR_new_species,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030"
104,陈氏蛙,Rana chensinensis,陕西,终审:排除-重复（与行101同条目）,记录类型无法判定（原表未标注且引用无线索）,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030"
105,昆嵛山蛙,Rana kukunoris,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030"
106,淮源林蛙,Rana qui,河南,新种表,新种描述，转入 CHNR_new_species,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030"
107,棕黑腹链蛇,Amphiesma sauteri,湖北,事件表,省级新纪录事件（1省）,
108,龙胜小头蛇,Oligodon lungshenensis,湖北,事件表,省级新纪录事件（1省）,"董俊材、邓正双、杨晨希、王建礼 (2023). 湖北省蛇类新记录种——龙胜小头蛇 四川动物, 42(2), 197-198"
109,淮源林蛙,Rana qui,河南,新种表,新种描述，转入 CHNR_new_species,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030"
110,中国林蛙,Rana chensinensis,陕西,终审:排除-伴随物种（省内已知）,记录类型无法判定（原表未标注且引用无线索）,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030"
111,高原林蛙,Rana kukunoris,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Shuxuan GAO and Huijun SHEN and Xinyue YANG and Zhuo CHEN and Yinmeng HOU and Xiaohong CHEN (2024). A New Brown Frog of Rana (Amphibia, Anura, Ranidae) from Central China, Henan Province Asian Herpetological Research, 15(4), 265–278 https://doi.org/10.3724/ahr.2095-0357.2024.0030"
112,桂北琴蛙,Nidirana guibeiensis,湖南,事件表,省级新纪录事件（1省）,"马艺涵、李辉、朱乐强、刘佳昱、刘五洲、张荣华、聂美红、张志强、莫小阳 (2024). 湖南省两栖类新记录——桂北琴蛙及其系统发育分析 生命科学研究, 28(2), 159-164 https://doi.org/10.16605/j.cnki.1007-7847.2023.05.0158"
113,太行林蛙,Rana taihangensis,河南,新种表,新种描述，转入 CHNR_new_species,"Huijun SHEN and Mengyu XU and Xinyue YANG and Zhuo CHEN and Nengwen XIAO and Xiaohong CHEN (2022). A New Brown Frog of the Genus Rana (Anura, Ranidae) from North China, with a Taxonomic Revision of the R. chensinensis Species Group Asian Herpetological Research, 13(3), 145–158 https://doi.org/10.16373/j.cnki.ahr.210062"
114,花尾斜鳞蛇,Pseudoxenodon stejnegeri striaticaudatus,湖南,事件表,省级新纪录事件（1省）,
115,中国林蛙,Rana chensinensis,陕西,终审:排除-伴随物种（省内已知）,记录类型无法判定（原表未标注且引用无线索）,"Huijun SHEN and Mengyu XU and Xinyue YANG and Zhuo CHEN and Nengwen XIAO and Xiaohong CHEN (2022). A New Brown Frog of the Genus Rana (Anura, Ranidae) from North China, with a Taxonomic Revision of the R. chensinensis Species Group Asian Herpetological Research, 13(3), 145–158 https://doi.org/10.16373/j.cnki.ahr.210062"
116,岜沙掌突蟾,Leptobrachella bashaensis,湖南,事件表,省级新纪录事件（1省）,马艺涵、程雨薇、李辉、吴少武、杨利勋、张志强、莫小阳 (2026). 湖南通道发现岜沙掌突蟾 野生动物学报
117,缅甸拟刺溪蟹,Paratelphusula burmensis,云南,排除,"非两爬/问题条目：非两爬/问题条目:淡水蟹(甲壳动物),非两栖爬行动物;species_en 疑为拉丁名而非英文名","李洋洋、史博洋、徐一扬、潘达 (2023). 溪蟹亚科中国淡水蟹一新记录种——缅甸拟刺溪蟹(十足目: 溪蟹科) 四川动物, 42(5), 552-559 https://doi.org/10.11984/j.issn.1000-7083.20220019"
118,高原林蛙,Rana kukunoris,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Huijun SHEN and Mengyu XU and Xinyue YANG and Zhuo CHEN and Nengwen XIAO and Xiaohong CHEN (2022). A New Brown Frog of the Genus Rana (Anura, Ranidae) from North China, with a Taxonomic Revision of the R. chensinensis Species Group Asian Herpetological Research, 13(3), 145–158 https://doi.org/10.16373/j.cnki.ahr.210062"
119,东北林蛙,Rana dybowskii,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"Huijun SHEN and Mengyu XU and Xinyue YANG and Zhuo CHEN and Nengwen XIAO and Xiaohong CHEN (2022). A New Brown Frog of the Genus Rana (Anura, Ranidae) from North China, with a Taxonomic Revision of the R. chensinensis Species Group Asian Herpetological Research, 13(3), 145–158 https://doi.org/10.16373/j.cnki.ahr.210062"
120,银环蛇,Bungarus candidus,,排除,国外记录（坐标在中国境外）,"SANG NGOC NGUYEN and VU DANG HOANG NGUYEN and THANG QUOC NGUYEN and NGAN THANH THI LE and LUAN THANH NGUYEN and BA DINH VO and JENS V. VINDUM and ROBERT W. MURPHY and JING CHE and YA-PING ZHANG (2017). A new color pattern of the Bungarus candidus complex (Squamata: Elapidae) from Vietnam based on morphological and molecular data Zootaxa, 4268(4), 563–572 https://doi.org/10.11646/zootaxa.4268.4.7"
121,,Bungarus magnimaculatus,,终审:A3 排除-无省份且无坐标,记录类型无法判定（原表未标注且引用无线索）,"SANG NGOC NGUYEN and VU DANG HOANG NGUYEN and THANG QUOC NGUYEN and NGAN THANH THI LE and LUAN THANH NGUYEN and BA DINH VO and JENS V. VINDUM and ROBERT W. MURPHY and JING CHE and YA-PING ZHANG (2017). A new color pattern of the Bungarus candidus complex (Squamata: Elapidae) from Vietnam based on morphological and molecular data Zootaxa, 4268(4), 563–572 https://doi.org/10.11646/zootaxa.4268.4.7"
122,昆嵛林蛙,Rana kunyuensis,山东,新种表,新种描述，转入 CHNR_new_species,"陆宇燕,李丕鹏.山东昆嵛山蛙属林蛙群一新种(两栖纲:无尾目:蛙科)[J].动物分类学报,2002,(1):162-166."
123,中国石龙子,Plestiodon chinensis,山东,事件表,省级新纪录事件（1省）,
124,庙岛蝮,Gloydius lijianlii,山东,新种表,新种描述，转入 CHNR_new_species,
125,北草蜥,Takydromus septentrionalis,山东,事件表,省级新纪录事件（1省）,
126,大绿臭蛙,Odorrana graminea,甘肃,事件表,省级新纪录事件（1省）,"张勇、龚大洁 (2021). 甘肃两栖类新记录———大绿臭蛙 四川动物, 40(1)"
127,秦岭雨蛙,Hyla tsinlingensis,甘肃,事件表,省级新纪录事件（1省）,冯孝义、当苗 (1980). 甘肃两栖类的新纪录一秦岭雨蛙 兰州大学学报 https://doi.org/10.13885/j.issn.0455-2059.1980.01.012
128,红吸盘棱皮树蛙,Theloderma rhododiscus,广西,事件表,省级新纪录事件（1省）,"Lingyun Du and Jian Wang and Shuo Liu and Guohua Yu (2022). A new cryptic species in the Theloderma rhododiscus complex (Anura, Rhacophoridae) from China–Vietnam border regions ZooKeys, 1099, 123–138 https://doi.org/10.3897/zookeys.1099.80390"
129,红吸盘棱皮树蛙,Theloderma rhododiscus,广西,事件表,省级新纪录事件（1省）,"Lingyun Du and Jian Wang and Shuo Liu and Guohua Yu (2022). A new cryptic species in the Theloderma rhododiscus complex (Anura, Rhacophoridae) from China–Vietnam border regions ZooKeys, 1099, 123–138 https://doi.org/10.3897/zookeys.1099.80390"
130,红吸盘棱皮树蛙,Theloderma rhododiscus,广西,事件表,省级新纪录事件（1省）,"Lingyun Du and Jian Wang and Shuo Liu and Guohua Yu (2022). A new cryptic species in the Theloderma rhododiscus complex (Anura, Rhacophoridae) from China–Vietnam border regions ZooKeys, 1099, 123–138 https://doi.org/10.3897/zookeys.1099.80390"
131,墨脱棱鼻树蛙,Nasutixalus medogensis,西藏,新种表,新种描述，转入 CHNR_new_species,"Ke JIANG and Fang YAN and Kai WANG and Da-Hu ZOU and Cheng LI and Jing CHE (2016). A new genus and species of treefrog from Medog, southeastern Tibet, China (Anura, Rhacophoridae) Zoological Research, 37(1), 15-20 https://doi.org/10.13918/j.issn.2095-8137.2016.1.15"
132,棘疣树蛙,Theloderma moloch,西藏,终审:待人工-倾向核对（西藏记录）,记录类型无法判定（原表未标注且引用无线索）,"Ke JIANG and Fang YAN and Kai WANG and Da-Hu ZOU and Cheng LI and Jing CHE (2016). A new genus and species of treefrog from Medog, southeastern Tibet, China (Anura, Rhacophoridae) Zoological Research, 37(1), 15-20 https://doi.org/10.13918/j.issn.2095-8137.2016.1.15"
133,墨脱棱鼻树蛙,Nasutixalus medogensis,西藏,新种表,新种描述，转入 CHNR_new_species,"Ke JIANG and Fang YAN and Kai WANG and Da-Hu ZOU and Cheng LI and Jing CHE (2016). A new genus and species of treefrog from Medog, southeastern Tibet, China (Anura, Rhacophoridae) Zoological Research, 37(1), 15-20 https://doi.org/10.13918/j.issn.2095-8137.2016.1.15"
134,叶氏掌突蟾,Leptobrachella yeae,四川,新种表,新种描述，转入 CHNR_new_species,"Shengchao SHI and Yinmeng HOU and Zhaobin SONG and Jianping JIANG and Bin WANG (2021). A New Leaf Litter Toad of Leptobrachella Smith, 1925 (Anura, Megophryidae) from Sichuan Province, China with Supplementary Description of L. oshanensis Asian Herpetological Research, 12(2), 143–166 https://doi.org/10.16373/j.cnki.ahr.200118"
135,缙云掌突蟾,Paramegophrys jinyunensis,重庆,新种表,新种描述，转入 CHNR_new_species,
136,罗斯坦棘蛙,Nanorana rostandi,西藏,事件表,省级新纪录事件（1省）,"蒋珂、王剀、杨军校、金洁琼、邹大虎、颜芳、潘虎君、车静 (2016). 西藏两栖纲新纪录2 种及缅甸树蛙描述 四川动物, 35(2), 210-216 https://doi.org/10.11984/j.issn.1000-7083.20150324"
137,倭蛙,Nanorana pleskei,西藏,事件表,省级新纪录事件（1省）,"蒋珂、王剀、杨军校、金洁琼、邹大虎、颜芳、潘虎君、车静 (2016). 西藏两栖纲新纪录2 种及缅甸树蛙描述 四川动物, 35(2), 210-216 https://doi.org/10.11984/j.issn.1000-7083.20150324"
138,缅甸树蛙,Rhacophorus burmanus,西藏,事件表,省级新纪录事件（1省）,"蒋珂、王剀、杨军校、金洁琼、邹大虎、颜芳、潘虎君、车静 (2016). 西藏两栖纲新纪录2 种及缅甸树蛙描述 四川动物, 35(2), 210-216 https://doi.org/10.11984/j.issn.1000-7083.20150324"
139,峨山掌突蟾,Leptobrachella oshanensis,四川,终审:排除-伴随物种（省内已知）,记录类型无法判定（原表未标注且引用无线索）,"Shengchao SHI and Yinmeng HOU and Zhaobin SONG and Jianping JIANG and Bin WANG (2021). A New Leaf Litter Toad of Leptobrachella Smith, 1925 (Anura, Megophryidae) from Sichuan Province, China with Supplementary Description of L. oshanensis Asian Herpetological Research, 12(2), 143–166 https://doi.org/10.16373/j.cnki.ahr.200118"
140,叶氏掌突蟾,Leptobrachella yeae,四川,新种表,新种描述，转入 CHNR_new_species,"Shengchao SHI and Yinmeng HOU and Zhaobin SONG and Jianping JIANG and Bin WANG (2021). A New Leaf Litter Toad of Leptobrachella Smith, 1925 (Anura, Megophryidae) from Sichuan Province, China with Supplementary Description of L. oshanensis Asian Herpetological Research, 12(2), 143–166 https://doi.org/10.16373/j.cnki.ahr.200118"
141,峨山掌突蟾,Leptobrachella oshanensis,四川,终审:排除-伴随物种（省内已知）,记录类型无法判定（原表未标注且引用无线索）,"Shengchao SHI and Yinmeng HOU and Zhaobin SONG and Jianping JIANG and Bin WANG (2021). A New Leaf Litter Toad of Leptobrachella Smith, 1925 (Anura, Megophryidae) from Sichuan Province, China with Supplementary Description of L. oshanensis Asian Herpetological Research, 12(2), 143–166 https://doi.org/10.16373/j.cnki.ahr.200118"
142,尖鳞原矛头蝮,Protobothrops mucrosquamatus,江苏,事件表,省级新纪录事件（1省）,"Shengchao SHI and Yinmeng HOU and Zhaobin SONG and Jianping JIANG and Bin WANG (2021). A New Leaf Litter Toad of Leptobrachella Smith, 1925 (Anura, Megophryidae) from Sichuan Province, China with Supplementary Description of L. oshanensis Asian Herpetological Research, 12(2), 143–166 https://doi.org/10.16373/j.cnki.ahr.200118"
143,,Leptobrachella chishuiensis,,新种表,新种描述，转入 CHNR_new_species,"Jian Wang and Shuo Qi and Ke-Yuan Dai and Zhi-Tong Lyu and Zhao-Chi Zeng and Hong-Hui Chen and Yuan-Qiu Li and Yong-You Zhao and Yun-Ze Wang and Ying-Yong Wang (2022). A new Leptobrachella species (Anura, Megophryidae) from South China, with comments on the taxonomic status of L. chishuiensis and L. purpurus Life Science, 98(1) https://doi.org/10.3897/zse.98.73162"
144,西藏齿突蟾,Scutiger boulengeri,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
145,刺胸齿突蟾,Scutiger mammatus,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
146,西藏蟾蜍,Bufo tibetanus,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
147,华西蟾蜍,Bufo andrewsi,西藏,排除,区系/多样性调查类文献的物种清单行，非新纪录事件,"石胜超、石秀东、姚忠祎、齐银、江建平 (2022). 西藏八宿、左贡和芒康两栖爬行动物多样性调查报告 动物学杂志, 57(2), 236-246 https://doi.org/10.13859/j.cjz.202202009"
148,,Leptobrachella purpurus,,终审:排除-无省级信息（系统学/命名学文献）,记录类型无法判定（原表未标注且引用无线索）,"Jian Wang and Shuo Qi and Ke-Yuan Dai and Zhi-Tong Lyu and Zhao-Chi Zeng and Hong-Hui Chen and Yuan-Qiu Li and Yong-You Zhao and Yun-Ze Wang and Ying-Yong Wang (2022). A new Leptobrachella species (Anura, Megophryidae) from South China, with comments on the taxonomic status of L. chishuiensis and L. purpurus Life Science, 98(1) https://doi.org/10.3897/zse.98.73162"
149,盈江烙铁头蛇,Ovophis jenkinsi,云南,新种表,新种描述，转入 CHNR_new_species,"Xian-Chun Qiu and Jin-Ze Wang and Zu-Yao Xia and Zhong-Wen Jiang and Yan Zeng and Nan Wang and Pi-Peng Li and Jing-Song Shi (2024). A new mountain pitviper of the genus Ovophis Burger in Hoge & Romano-Hoge, 1981 (Serpentes, Viperidae) from Yunnan, China https://doi.org/10.3897/zookeys.1203.119218"
