ID,Source_row,Chinese_name_COL_China_2026,Scientific_name_COL_China_2026,New_distribution_province,Discovery_sites,Longitude,Latitude,Coordinate_basis
249,1025,山烙铁头蛇,Ovophis monticola,四川,四川峨眉;贵州遵义;四川洪雅;贵州雷山;云南腾冲;云南昆明;福建崇安;云南大理;西藏察隅;云南龙陵;福建建阳;广西金秀,,,多省拆分-该省无点位
250,1025,山烙铁头蛇,Ovophis monticola,贵州,四川峨眉;贵州遵义;四川洪雅;贵州雷山;云南腾冲;云南昆明;福建崇安;云南大理;西藏察隅;云南龙陵;福建建阳;广西金秀,,,多省拆分-该省无点位
251,1025,山烙铁头蛇,Ovophis monticola,云南,四川峨眉;贵州遵义;四川洪雅;贵州雷山;云南腾冲;云南昆明;福建崇安;云南大理;西藏察隅;云南龙陵;福建建阳;广西金秀,98.4917,25.0222,文字地名地理编码/后续补充
252,1025,山烙铁头蛇,Ovophis monticola,福建,四川峨眉;贵州遵义;四川洪雅;贵州雷山;云南腾冲;云南昆明;福建崇安;云南大理;西藏察隅;云南龙陵;福建建阳;广西金秀,,,多省拆分-该省无点位
253,1025,山烙铁头蛇,Ovophis monticola,西藏,四川峨眉;贵州遵义;四川洪雅;贵州雷山;云南腾冲;云南昆明;福建崇安;云南大理;西藏察隅;云南龙陵;福建建阳;广西金秀,,,多省拆分-该省无点位
254,1025,山烙铁头蛇,Ovophis monticola,广西,四川峨眉;贵州遵义;四川洪雅;贵州雷山;云南腾冲;云南昆明;福建崇安;云南大理;西藏察隅;云南龙陵;福建建阳;广西金秀,,,多省拆分-该省无点位
255,1026,察隅烙铁头蛇,Ovophis zayuensis,四川,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,,,多省拆分-该省无点位
256,1026,察隅烙铁头蛇,Ovophis zayuensis,贵州,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,,,多省拆分-该省无点位
257,1026,察隅烙铁头蛇,Ovophis zayuensis,云南,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,98.4917,25.0222,文字地名地理编码/后续补充
258,1026,察隅烙铁头蛇,Ovophis zayuensis,西藏,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,,,多省拆分-该省无点位
259,1026,察隅烙铁头蛇,Ovophis zayuensis,福建,四川洪雅;贵州雷山;云南腾冲;云南昆明;西藏察隅;云南龙陵;福建建阳,,,多省拆分-该省无点位
260,1027,越南烙铁头蛇,Ovophis tonkinensis,广西,广西金秀,110.1833,24.1333,文字地名地理编码/后续补充
261,1035,陈塘湍蛙,Amolops pallasitatus,西藏,拉郊乡,91.1906,28.0753,原文报道坐标
262,1052,南蹼趾壁虎,Gekko palmatus,广东,广东省肇庆市鼎湖山,112.57,23.17,文字地名地理编码/后续补充
263,1054,南蹼趾壁虎,Gekko palmatus,广西,,,,多省拆分-该省无点位
264,1069,法兰克张树蛙,Zhangixalus franki,云南,云南省文山壮族苗族自治州麻栗坡县下金厂乡老山自然保护区,104.8144,23.1683,原文报道坐标
265,1110,山罗湍蛙,Amolops truongi,云南,中国云南省红河州绿春县骑马坝乡,102.1144,22.9414,原文报道坐标
266,1112,缅北树蜥(文氏树蜥),Calotes vindumbarbatus,云南,云南省德宏州盈江县那邦镇,97.45,24.75,文字地名地理编码/后续补充
267,1124,河江棱皮树蛙,Theloderma khoii,云南,云南省文山州西畴县法斗乡,104.7667,23.3667,原文报道坐标
268,1126,棘棱皮树蛙,Theloderma moloch,云南,中国云南省盈江县,97.9333,24.7,文字地名地理编码/后续补充
269,1153,伊江树蜥(实皆树蜥),Calotes irawadi,云南,中国云南省德宏州盈江县那邦镇铜壁关自然保护区;中国云南省德宏州盈江县太平镇雪里村铜壁关自然保护区,97.5708,24.7631,原文报道坐标
270,1199,奥氏树蛙,Rhacophorus orlovi,云南,云南省红河州河口县老范寨乡归良村,103.8292,22.6861,原文报道坐标
271,1200,泰国蝘蜓,Lygosoma siamense,海南,三亚市林春岭森林公园,109.5216,18.2636,原文报道坐标
272,1219,葡萄湍蛙,Amolops putaoensis,云南,中国云南省贡山县独龙江乡,98.2682,27.67,原文报道坐标
273,1224,阮氏大头娃,Limnonectes nguyenorum,云南,"大围山自然保护区,蔓耗镇,个旧市",103.3978,23.0225,原文报道坐标
274,1248,孟加拉虎纹蛙,Hoplobatrachus litoralis,云南,云南省保山市龙陵县勐糯镇曼干河村,99.0197,24.3447,原文报道坐标
275,1274,越北姬蛙,Microhyla hmongorum,云南,"勐腊,西双版纳和元阳,红河",102.7495,23.0541,原文报道坐标
276,1289,叶氏泛蜥,Ablepharus eremchenkoi,新疆,"玉其塔什,乌恰县",74.631,40.1527,原文报道坐标
277,1302,,,广西,中国广西上思县十万大山国家级自然保护区;中国广西凌云县泗水河自然保护区,107.85,21.95,文字地名地理编码/后续补充
278,1329,红斑蟾蜍,Bufo rubroventromaculatus,云南,广西百色市那坡县百南乡;云南省文山州麻栗坡县下金厂乡,,,多省拆分-该省无点位
279,1329,红斑蟾蜍,Bufo rubroventromaculatus,广西,广西百色市那坡县百南乡;云南省文山州麻栗坡县下金厂乡,105.9,23.15,文字地名地理编码/后续补充
280,1347,北部湾蜓蜥,Sphenomorphus tonkinensis,广西,五皇岭森林公园;黑石顶自然保护区;井冈山自然保护区,,,多省拆分-该省无点位
281,1347,北部湾蜓蜥,Sphenomorphus tonkinensis,广东,五皇岭森林公园;黑石顶自然保护区;井冈山自然保护区,,,多省拆分-该省无点位
282,1347,北部湾蜓蜥,Sphenomorphus tonkinensis,江西,五皇岭森林公园;黑石顶自然保护区;井冈山自然保护区,114.2672,26.6044,原文报道坐标
283,1349,无斑瘰螈,Paramesotriton labiatus,广西,中国南方,110.0,25.0,文字地名地理编码/后续补充
284,1389,北方狭口蛙,Kaloula borealis,上海,上海市滨江森林公园和吴淞海岸森林公园,121.5064,31.3939,原文报道坐标
285,1397,借母溪林蛙,Rana jiemuxiensis,安徽,长江附近的达龙窝湖,118.2122,31.2564,原文报道坐标
286,1400,挛斑链蛇,Lycodon jara,云南,云南省盈江县铜壁关乡,97.5872,24.6596,原文报道坐标
287,1438,条纹小头蛇,Oligodon hamptoni,云南,中国云南省腾冲市大蒿坪村附近乡村公路,98.7298,24.9941,原文报道坐标
288,1440,朱利安氏脊蛇,Achalinus juliani,广西,广西弄岗国家级自然保护区,106.95,22.45,文字地名地理编码/后续补充
289,1443,吻斑雨林蛙,Wjayarana melasma,云南,西双版纳州,100.8,22.0,文字地名地理编码/后续补充
290,1447,海河后棱蛇,Opisthotropis haihaensis,广西,十万大山自然保护区,107.85,21.95,文字地名地理编码/后续补充
291,1454,宁陕线形蛇,Stichophanes ningshaanensis,陕西,"火地塘,宁陕县",108.45,33.55,文字地名地理编码/后续补充
292,1464,横纹玉斑蛇(横斑锦蛇),Euprepiophis perlaceus,陕西,中国陕西省汉中市佛坪县,107.9833,33.5167,文字地名地理编码/后续补充
293,1484,黄连山滑蜥,Scincella fansipanensis,云南,中国云南省景东县哀牢山,100.95,24.45,文字地名地理编码/后续补充
294,1493,藏南拟髭蟾,Leptobrachium bompu,西藏,上墨脱格林村和布琼湖,95.45,29.25,文字地名地理编码/后续补充
295,1530,,,广西,广西大瑶山香炉冲,110.1,24.1,文字地名地理编码/后续补充
296,1535,隐耳蜓蜥,Sphenomorphus cryptotis,广西,中国广西十万大山自然保护区,107.85,21.95,文字地名地理编码/后续补充
297,1541,老挝拟须唇蛇,Parafimbrios lao,云南,江城县,101.8667,22.5833,文字地名地理编码/后续补充
298,1580,喜山侧条树蛙,Rohanixalus shyamrupus,云南,,,,
299,1592,西藏舌突蛙,Liurana xizangensis,西藏,中国西藏墨脱(=墨脱县),95.3333,29.3,文字地名地理编码/后续补充
300,1593,高山舌突蛙,Liurana alpina,西藏,中国西藏墨脱(=墨脱县),95.3333,29.3,文字地名地理编码/后续补充
301,1598,越南瘰螈/德氏瘰螈,Paramesotriton deloustali,云南,靠近中越边界的云南南部,103.5,22.5,文字地名地理编码/后续补充
302,1611,双色棱皮树蛙,Theloderma bicolor,云南,云南省,102.7183,25.0389,文字地名地理编码/后续补充
303,1613,白斑棱皮树蛙,Theloderma albopunctatum,云南,中国云南省金平县,103.2333,22.7833,文字地名地理编码/后续补充
304,1736,锯尾蜥虎,Hemidactylus garnotii,福建,漳浦县、长泰县,117.8,24.5,文字地名地理编码/后续补充
305,1738,香港半叶趾虎,Hemiphyllodactylus hongkongensis,福建,福建君子峰国家级自然保护区、福建梅花山国家级自然保护区、福建省福州市闽侯县,116.7833,26.3167,原文报道坐标
306,1746,独山半叶趾虎,Hemiphyllodactylus dushanensis,福建,梅花山国家级自然保护区、上杭县、连城县、德化县,116.9,25.4,文字地名地理编码/后续补充
307,1748,蒙侧褶蛙,Pelophylax mongolius,甘肃,甘肃省临夏回族自治州永靖县;青海省海东市民和回族土族自治县,103.1121,36.2173,原文报道坐标
308,1748,蒙侧褶蛙,Pelophylax mongolius,青海,甘肃省临夏回族自治州永靖县;青海省海东市民和回族土族自治县,,,多省拆分-该省无点位
309,1750,新疆岩蜥,Laudakia stoliczkana,甘肃,明水村,96.1863,42.0646,原文报道坐标
310,1752,侗掌突蟾,Paramegophrys dong,广西,猫儿山安堂平,110.4653,25.9117,原文报道坐标
311,1754,中国棱蜥,Tropidophorus sinicus,贵州,亚木沟风景区,108.73,27.7761,原文报道坐标
312,1755,,,福建,潘渡乡,119.4314,26.2189,原文报道坐标
313,1758,缅甸钝头蛇,Pareas hamptoni,贵州,雷山,108.25,26.55,文字地名地理编码/后续补充
314,1759,福建钝头蛇,Pareas stanleyi,贵州,雷山,108.25,26.55,文字地名地理编码/后续补充
315,1760,双全链蛇(双全白环蛇),Lycodon fasciatus,贵州,威宁、兴义,104.8,26.5,文字地名地理编码/后续补充
316,1761,黑线乌梢蛇(黑线鼠蛇),Ptyas nigromarginata,贵州,威宁,104.2833,26.8667,文字地名地理编码/后续补充
317,1762,紫沙蛇,Psammodynastes pulverulentus,贵州,榕江,108.5167,25.95,文字地名地理编码/后续补充
318,1763,福建颈斑蛇,Plagiopholis styani,贵州,雷公山,108.0833,26.25,原文报道坐标
319,1767,缅甸棱蜥,Tropidophorus berdmorei,贵州,佛顶山国家级自然保护区坪山乡佛顶山村团山,108.3531,27.3584,原文报道坐标
320,1772,缅甸棱皮树蛙,Theloderma pyaukkya,云南,中国云南省盈江县,97.9333,24.7,文字地名地理编码/后续补充
321,1777,细痣瑶螈,Yaotriton asperrimus,湖北,,,,
322,1780,淡肩角蟾,Boulenophrys boettgeri,湖北,通山县老鸦尖,114.75,29.55,文字地名地理编码/后续补充
323,1784,短肢角蟾,Boulenophrys brachykolos,湖北,后河国家级自然保护区湾潭,110.4833,30.1,原文报道坐标
324,1785,蔡氏疣螈,Tylototriton ziegleri,云南,麻栗坡县,104.7167,23.1333,文字地名地理编码/后续补充
325,1786,大别山原矛头蝮,Protobothrops dabieshanensis,湖北,随县山区,112.9244,31.5603,原文报道坐标
326,1788,隐耳溪蟾,Torrentophryne cryptotympanicus,湖南,黑山岭近溪流区,110.1547,26.1533,原文报道坐标
327,1794,龙胜臭蛙,Odorrana lungshengensis,湖南,黄桑国家级自然保护区,110.1102,26.4683,原文报道坐标
328,1796,华西腹链蛇,Hebius maximus,湖南,高望界国家级自然保护区,110.1583,28.6933,原文报道坐标
329,1798,东亚腹链蛇,Hebius vibakari,江苏,孔山,119.0172,32.0664,原文报道坐标
330,1805,黑头剑蛇,Sibynophis chinensis,辽宁,青龙河自然保护区公路上,118.9194,40.7925,原文报道坐标
331,1808,山地麻蜥,Eremias brenchleyi,辽宁,,,,
332,1818,巴塘攀蜥,Diploderma batangense,西藏,昌都地区芒康县金沙江河谷,98.65,29.65,文字地名地理编码/后续补充
333,1819,米仓山攀蜥,Diploderma micangshanense,湖北,十堰市,110.7872,32.6467,文字地名地理编码/后续补充
334,1839,无斑山溪鲵,Batrachuperus karlschmidti,青海,班玛县玛柯河乡,100.4831,33.0886,原文报道坐标
335,1841,宁波滑蜥,Scincella modesta,山东,昆嵛山第三林场所属的殿后县,121.75,37.25,文字地名地理编码/后续补充
336,1843,龙胜小头蛇,Oligodon lungshenensis,四川,合江县先滩镇显龙村,106.2758,28.6517,原文报道坐标
337,1849,黑头剑蛇,Sibynophis chinensis,天津,蓟县下营镇船舱峪村的公路旁及村中水塘旁的草地,117.5167,40.15,原文报道坐标
338,1851,高山掌突蟾,Paramegophrys alpinus,广西,岑王老山,106.344,24.4427,原文报道坐标
339,1852,景东角蟾,Boulenophrys jingdongensis,广西,岑王老山,106.344,24.4427,原文报道坐标
340,1854,乡城原矛头蝮,Protobothrops xiangchengensis,西藏,芒康县朱巴龙乡海通沟,99.0017,29.7617,原文报道坐标
341,1876,湖南脊蛇,Achalinus hunanensis,广西,中国广西壮族自治区柳州市融水苗族自治县,109.25,25.0667,文字地名地理编码/后续补充
342,1877,棕脊蛇,Achalinus rufescens,香港,中国香港,114.1694,22.3193,文字地名地理编码/后续补充
343,1878,黑脊蛇,Achalinus spinalis,湖南,中国湖南省八大公山,110.05,29.75,文字地名地理编码/后续补充
344,1900,越南林蛙/越南趾沟蛙,Rana johnsi,云南,古林箐省级自然保护区,103.962,22.7545,原文报道坐标
345,1903,黑背链蛇,Lycodon ruhstrati,云南,腾冲县上营乡大蒿坪河边草坪的石块之下,98.7314,24.9698,原文报道坐标
346,1907,腾冲掌突蟾,Paramegophrys tengchongensis,云南,云南腾冲北海湿地自然保护区,98.5153,25.1117,原文报道坐标
347,1908,红蹼树蛙,Rhacophorus rhodopus,云南,云南腾冲北海湿地自然保护区,98.5153,25.1117,原文报道坐标
348,1912,南亚泛树蛙,Polypedates teraiensis,云南,铜壁关,97.55,24.65,文字地名地理编码/后续补充
349,1913,黄家岭脊蛇,Achalinus huangjietangi,浙江,衢山岛观音山景区,122.3167,30.4283,原文报道坐标
350,1914,王锦蛇,Elaphe carinata,浙江,衢山岛,122.35,30.45,文字地名地理编码/后续补充
351,1915,翠青蛇(翠青鼠蛇),Ptyas major,浙江,衢山岛,122.35,30.45,文字地名地理编码/后续补充
352,1920,德氏棘蛙,Quasipaa delacouri,云南,麻栗坡老山省级自然保护区,104.6767,22.8393,原文报道坐标
353,1923,中国瘰螈,Paramesotriton chinensis,重庆,酉阳县大板营保护区木叶乡附近小溪,108.95,29.3,原文报道坐标
354,1924,尾斑瘰螈,Paramesotriton caudopunctatus,重庆,酉阳县青华林场,108.95,29.3,原文报道坐标
355,1925,绞花林蛇,Boiga kraepelini,重庆,开县麻柳乡双河口,108.2667,31.4833,原文报道坐标
356,1926,双全链蛇(双全白环蛇),Lycodon fasciatus,重庆,南川市,107.1,29.15,文字地名地理编码/后续补充
357,1927,黑背链蛇,Lycodon ruhstrati,重庆,南川市,107.1,29.15,文字地名地理编码/后续补充
358,1928,福建颈斑蛇,Plagiopholis styani,重庆,南川市金佛山国家级自然保护区,107.15,29.1,文字地名地理编码/后续补充
359,1934,细痣瑶螈,Yaotriton asperrimus,安徽,岳西县美丽地区,116.35,30.85,文字地名地理编码/后续补充
360,1935,黑点树蛙,Zhangixalus nigropunctatus,安徽,岳西县美丽地区,116.35,30.85,文字地名地理编码/后续补充
361,1938,封开角蟾,Boulenophrys acuta,广东,广东阳春鹅凰嶂省级自然保护区,111.4216,21.8519,原文报道坐标
362,1939,云开角蟾,Boulenophrys yunkaiensis,广东,广东阳春鹅凰嶂省级自然保护区,111.4216,21.8519,原文报道坐标
363,1942,滕氏蜥虎,Hemidactylus tenkatei,广东,北京师范大学珠海校区附近、将军山公园,113.5181,22.3479,原文报道坐标
364,1946,四爪陆龟,Testudo horsfieldii,新疆,艾比湖湿地国家级自然保护区,82.85,44.85,文字地名地理编码/后续补充
365,1948,寒露林蛙,Rana hanluica,浙江,,,,
366,1949,角原矛头蝮,Protobothrops cornutus,浙江,,,,
367,1950,中华湍蛙,Amolops sinensis,湖北,利川市星斗山,109.1304,30.0494,原文报道坐标
368,1951,贵师掌突蟾,Paramegophrys yunyangensis,湖北,巴东县沿渡河镇,109.8142,30.4548,原文报道坐标
369,1952,桑植角蟾,Boulenophrys sangzhiensis,湖北,利川市星斗山;宣恩县沙道沟镇白水河村,109.1304,30.0494,原文报道坐标
370,1954,龙胜小头蛇,Oligodon lungshenensis,湖南,莽山自然保护区,112.8667,24.9667,原文报道坐标
371,1960,中介蝮,Gloydius intermedius,北京,,,,
372,1961,桓仁滑蜥,Scincella huanrenensis,山东,,,,
373,1963,新疆漠虎,Alsophylax przewalskii,甘肃,敦煌市旧民房土墙边、瓜州县安西古城老城墙边及墙上,95.5,40.3,文字地名地理编码/后续补充
374,1968,广西华珊瑚蛇,Sinomicrurus peinani,湖南,宁远县无名野山,111.9,25.6,文字地名地理编码/后续补充
375,1971,股鳞蜓蜥,Sphenomorphus incognitus,福建,溪源庵大峡谷一鱼塘旁边,118.25,26.65,文字地名地理编码/后续补充
376,1972,福清链蛇,Lycodon futsingensis,福建,三楼村阔叶林,,,
377,1974,腹斑掌突蟾,Paramegophrys ventripunctatus,贵州,习水三岔河,105.8389,28.0,原文报道坐标
378,1975,太行林蛙,Rana taihangensis,宁夏,泾源县,106.3644,35.4011,原文报道坐标
379,1982,太行林蛙,Rana taihangensis,山东,崂山,120.5917,36.2,原文报道坐标
380,1989,黑头蝰,Azemiops feae,广东,车八岭国家级自然保护区核心区公路,114.0839,24.5364,原文报道坐标
381,2002,股鳞蜓蜥,Sphenomorphus incognitus,浙江,遂昌九龙山,118.8456,28.3917,原文报道坐标
382,2004,股鳞蜓蜥,Sphenomorphus incognitus,江西,江西马头山,117.195,27.8017,原文报道坐标
383,2015,,,西藏,米林县,94.25,29.2333,文字地名地理编码/后续补充
384,2016,墨脱角蟾,Xenophrys medogensis,西藏,墨脱县,95.3333,29.3,文字地名地理编码/后续补充
385,2019,北草蜥,Takydromus septentrionalis,河北,衡水市郊区,115.65,37.75,文字地名地理编码/后续补充
386,2041,丽水树蛙,Zhangixalus lishuiensis,福建,福建省光泽县坪溪地区,117.35,27.55,文字地名地理编码/后续补充
387,2051,宜章臭蛙,Odorrana yizhangensis,广东,南岭国家级自然保护区,113.013,24.9303,原文报道坐标
388,2052,锯尾蜥虎,Hemidactylus garnotii,广东,阳春鹅凰嶂自然保护区,111.3581,21.8433,原文报道坐标
389,2053,莽山角蟾,Xenophrys mangshanensis,江西,虾公塘保护站,117.5,26.5,文字地名地理编码/后续补充
390,2054,崇安湍蛙,Amolops chunganensis,江西,荆竹山、黄岗山国家级自然保护区,117.75,27.85,文字地名地理编码/后续补充
391,2055,凹耳竹叶蛙,Bamburana tormota,江西,大鄣山鄣山村、白山村,117.75,29.45,文字地名地理编码/后续补充
392,2056,宜章臭蛙,Odorrana yizhangensis,江西,荆竹山,117.7,27.85,文字地名地理编码/后续补充
393,2057,黑头剑蛇,Sibynophis chinensis,北京,东长峪山间林道,117.1626,40.2576,原文报道坐标
394,2060,红斑蟾蜍,Bufo rubroventromaculatus,广东,大雾岭,111.2208,22.2864,原文报道坐标
395,2062,湘南角蟾,Boulenophrys xiangnanensis,广东,连南瑶族自治县大鲵省级自然保护区,112.1797,24.4081,原文报道坐标
396,2064,务川臭蛙,Odorrana wuchuanensis,广东,阳山县江英镇林场,112.8853,24.585,原文报道坐标
397,2066,福建钝头蛇,Pareas stanleyi,广东,乳源瑶族自治县南岭,112.9917,24.9506,原文报道坐标
398,2069,斑蜓蜥,Sphenomorphus maculatus,广东,,,,
399,2070,斑蜓蜥,Sphenomorphus maculatus,广西,,,,
400,2077,坡普竹叶青蛇,Trimeresurus popeiorum,云南,中国云南省勐腊,101.5667,21.4833,文字地名地理编码/后续补充
401,2078,凹耳竹叶蛙,Bamburana tormota,福建,石墩村,119.3953,26.795,原文报道坐标
402,2084,寒露林蛙,Rana hanluica,福建,梅花山国家级自然保护区,116.85,25.35,文字地名地理编码/后续补充
403,2090,海南棱蜥,Tropidophorus hainanus,广东,车八岭国家级自然保护区检查站东南约500米处环山引水渠旁石块上,114.1495,24.6944,原文报道坐标
404,2096,双全链蛇(双全白环蛇),Lycodon fasciatus,广东,南岭国家森林公园,112.9322,24.925,原文报道坐标
405,2099,福清链蛇,Lycodon futsingensis,广西,猫儿山国家级自然保护区,110.45,25.88,文字地名地理编码/后续补充
406,2100,福清链蛇,Lycodon futsingensis,浙江,新建镇河阳村,120.05,28.75,文字地名地理编码/后续补充
407,2102,福清链蛇,Lycodon futsingensis,江西,全南县,114.5333,24.7833,文字地名地理编码/后续补充
408,2103,桑植趾沟蛙,Rana sangzhiensis,广西,融水苗族自治县,108.6844,25.2444,原文报道坐标
409,2106,赵氏后棱蛇,Opisthotropis zhaoermii,广西,,,,
410,2110,印支棱皮树蛙,Theloderma gordoni,云南,"太阳河国家森林公园,思茅县,普洱市;西双版纳国家级自然保护区,勐养镇和勐仑镇,西双版纳州;大围山国家级自然保护区,屏边县,红河州",101.2,21.95,文字地名地理编码/后续补充
411,2114,中国瘰螈,Paramesotriton chinensis,湖北,咸丰县丁寨乡十字路村野猫河、甲马池乡方家坝村后家河,109.1,29.5833,原文报道坐标
412,2120,灰腹绿锦蛇,Gonyosoma frenatum,湖北,南阳镇龙门村猕猴桃基地,110.4939,31.3373,原文报道坐标
413,2134,百花锦蛇,Elaphe moellendorffi,贵州,板寨,107.25,25.0667,原文报道坐标
414,2143,墨脱舌突蛙,Liurana medogensis,西藏,中国西藏墨脱(=墨脱县),95.3333,29.3,文字地名地理编码/后续补充
415,2148,黑带腹链蛇,Hebius bitaeniatum,贵州,雷公山国家级自然保护区,108.3333,26.6167,原文报道坐标
416,2150,凹耳竹叶蛙,Bamburana tormota,江苏,宜兴,119.755,31.1836,原文报道坐标
417,2160,寒露林蛙,Rana hanluica,江西,诸广山河,113.9167,25.7333,原文报道坐标
418,2166,龙胜臭蛙,Odorrana lungshengensis,湖北,长坡村附近小溪,110.7333,30.0667,原文报道坐标
419,2167,崇安湍蛙,Amolops chunganensis,湖北,白溪河村,110.6667,30.0667,原文报道坐标
420,2178,海南棱蜥,Tropidophorus hainanus,湖南,湖南莽山国家级自然保护区夹水电站附近溪流边的沙石滩,112.915,24.9739,原文报道坐标
421,2183,黑带腹链蛇,Hebius bitaeniatum,湖南,湖南城步明竹老山县级自然保护区场部附近的土路,110.512,26.2989,原文报道坐标
422,2185,黄岗臭蛙,Odorrana huanggangensis,湖南,湖南会同、湖南城步、湖南新宁、湖南双牌、湖南宜章、湖南武陵源景区(A组),111.0,27.0,文字地名地理编码/后续补充
423,2188,中华湍蛙,Amolops sinensis,四川,画稿溪国家级自然保护区,105.4436,28.1939,原文报道坐标
424,2189,僜湍蛙,Amolops deng,云南,福贡县石月亮乡,98.8781,27.255,原文报道坐标
425,2192,察隅湍蛙,Amolops chayuensis,云南,贡山县独龙江乡,98.8781,27.255,原文报道坐标
426,2193,小弧斑姬蛙,Microhyla heymonsi,河南,商城,115.7,31.8667,原文报道坐标
427,2194,德化脊蛇,Achalinus dehuaensis,浙江,龙泉市剑池街道石武村,119.1606,28.0831,原文报道坐标
428,2196,长肢林蛙,Rana longicus,浙江,贤良镇,119.2194,27.6489,原文报道坐标
429,2205,古氏草蜥(古纳氏草蜥),Takydromus kuehnei,浙江,衢江区灰坪乡,118.8217,29.4481,原文报道坐标
430,2207,云开脊蛇,Achalinus yunkaiensis,浙江,仰义水库,120.4372,28.0758,原文报道坐标
431,2210,合江棘蛙,Quasipaa robertingeri,重庆,四面山大窝铺,106.3458,28.578,原文报道坐标
432,2211,合江臭蛙,Odorrana hejiangensis,重庆,四面山大窝铺,106.3458,28.578,原文报道坐标
433,2212,光雾臭蛙,Odorrana kuangwuensis,重庆,城口县东安乡兴田村亢河,109.0833,31.7667,原文报道坐标
434,2213,南江臭蛙,Odorrana nanjiangensis,重庆,,,,
435,2215,务川臭蛙,Odorrana wuchuanensis,重庆,新田镇,108.3,29.2333,原文报道坐标
436,2220,新疆沙虎,Teratoscincus przewalskii,甘肃,敦煌市旧民房土墙边;瓜州县安西古城老城墙边及墙上,95.5,40.3,文字地名地理编码/后续补充
